d_A025,d_A026,d_A001,A025-001,A025-A026-008,A025-A026-007,A025-A026-014,A025-A026-012,A025-A026-011,A025-009,A025-002,A026-A009-001,A026-A009-002,A026-A009-005,A025-A026-027,A026-A089-001,A026-A089-002,A025-A026-006,A026-A009-006,A025-A026-010,A026-A001-003,A026-A001-001,A026-A001-002,A026-A001-004
0001-20090731-140-939-1-2339,6,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090731-140-939-1-2339,6,2,,,,,,,,,,,,,,,,,,account sub,1,みずほ銀行,補助科目
0001-20090731-145-940-1-2341,,,0001-20090731-145-940-1-2341,entries,940-2341,2008-08-19,manual,gj,General,145,,,,,,,,,,,,,
0001-20090731-145-940-1-2341,1,,,,,,,,,,731,運賃,account,debit,157334,ISO4217:JPY,2009-07-31,proposed,運賃,,,,
0001-20090731-145-940-1-2341,1,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20090731-145-940-1-2341,2,,,,,,,,,,191,仮払消費税等,account,debit,7866,ISO4217:JPY,2009-07-31,tax,,,,,
0001-20090731-145-940-1-2341,2,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20090731-145-940-1-2341,3,,,,,,,,,,322,未払金,account,credit,165200,ISO4217:JPY,2009-07-31,proposed,運賃,,,,
0001-20090731-145-940-1-2341,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090731-146-941-1-2343,,,0001-20090731-146-941-1-2343,entries,941-2343,2008-08-19,manual,gj,General,146,,,,,,,,,,,,,
0001-20090731-146-941-1-2343,1,,,,,,,,,,131,普通預金,account,debit,40000,ISO4217:JPY,2009-07-31,proposed,貸付金返済,,,,
0001-20090731-146-941-1-2343,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090731-146-941-1-2343,1,2,,,,,,,,,,,,,,,,,,account sub,20,みずほ　本店,補助科目
0001-20090731-146-941-1-2343,2,,,,,,,,,,183,短期貸付金,account,credit,40000,ISO4217:JPY,2009-07-31,proposed,貸付金返済,,,,
0001-20090731-146-941-1-2343,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090731-147-942-1-2345,,,0001-20090731-147-942-1-2345,entries,942-2345,2008-08-19,manual,gj,General,147,,,,,,,,,,,,,
0001-20090731-147-942-1-2345,1,,,,,,,,,,148,定期積金,account,debit,500000,ISO4217:JPY,2009-07-31,proposed,定期積立金,,,,
0001-20090731-147-942-1-2345,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090731-147-942-1-2345,2,,,,,,,,,,131,普通預金,account,credit,625000,ISO4217:JPY,2009-07-31,proposed,定期積立金,,,,
0001-20090731-147-942-1-2345,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090731-147-942-1-2345,2,2,,,,,,,,,,,,,,,,,,account sub,20,みずほ　本店,補助科目
0001-20090731-147-942-1-2345,3,,,,,,,,,,248,保険積立金,account,debit,125000,ISO4217:JPY,2009-07-31,proposed,保険積立金,,,,
0001-20090731-147-942-1-2345,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090731-148-943-1-2347,,,0001-20090731-148-943-1-2347,entries,943-2347,2008-08-19,manual,gj,General,148,,,,,,,,,,,,,
0001-20090731-148-943-1-2347,1,,,,,,,,,,321,短期借入金,account,debit,653500,ISO4217:JPY,2009-07-31,proposed,借入金返済,,,,
0001-20090731-148-943-1-2347,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090731-148-943-1-2347,2,,,,,,,,,,121,当座預金,account,credit,686175,ISO4217:JPY,2009-07-31,proposed,借入金返済,,,,
0001-20090731-148-943-1-2347,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090731-148-943-1-2347,2,2,,,,,,,,,,,,,,,,,,account sub,1,みずほ銀行,補助科目
0001-20090731-148-943-1-2347,3,,,,,,,,,,821,支払利息,account,debit,32675,ISO4217:JPY,2009-07-31,proposed,利息,,,,
0001-20090731-148-943-1-2347,3,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090731-36-903-1-2267,,,0001-20090731-36-903-1-2267,entries,903-2267,2008-08-19,manual,gj,General,36,,,,,,,,,,,,,
0001-20090731-36-903-1-2267,1,,,,,,,,,,731,運賃,account,debit,1835020,ISO4217:JPY,2009-07-31,proposed,運賃　ヤマト運輸,,,,
0001-20090731-36-903-1-2267,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090731-36-903-1-2267,2,,,,,,,,,,191,仮払消費税等,account,debit,91750,ISO4217:JPY,2009-07-31,tax,,,,,
0001-20090731-36-903-1-2267,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090731-36-903-1-2267,3,,,,,,,,,,322,未払金,account,credit,2939020,ISO4217:JPY,2009-07-31,proposed,運賃　ヤマト運輸,,,,
0001-20090731-36-903-1-2267,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090731-36-903-1-2267,4,,,,,,,,,,731,運賃,account,debit,964048,ISO4217:JPY,2009-07-31,proposed,運賃　佐川急便,,,,
0001-20090731-36-903-1-2267,4,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090731-36-903-1-2267,5,,,,,,,,,,191,仮払消費税等,account,debit,48202,ISO4217:JPY,2009-07-31,tax,,,,,
0001-20090731-36-903-1-2267,5,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090731-40-904-1-2269,,,0001-20090731-40-904-1-2269,entries,904-2269,2008-08-19,manual,gj,General,40,,,,,,,,,,,,,
0001-20090731-40-904-1-2269,1,,,,,,,,,,732,広告宣伝費,account,debit,47620,ISO4217:JPY,2009-07-31,proposed,広告掲載,,,,
0001-20090731-40-904-1-2269,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090731-40-904-1-2269,2,,,,,,,,,,191,仮払消費税等,account,debit,2380,ISO4217:JPY,2009-07-31,tax,,,,,
0001-20090731-40-904-1-2269,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090731-40-904-1-2269,3,,,,,,,,,,322,未払金,account,credit,50000,ISO4217:JPY,2009-07-31,proposed,広告掲載,,,,
0001-20090731-40-904-1-2269,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090731-66-905-1-2271,,,0001-20090731-66-905-1-2271,entries,905-2271,2008-08-19,manual,gj,General,66,,,,,,,,,,,,,
0001-20090731-66-905-1-2271,1,,,,,,,,,,744,リース料,account,debit,199858,ISO4217:JPY,2009-07-31,proposed,リース料,,,,
0001-20090731-66-905-1-2271,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090731-66-905-1-2271,2,,,,,,,,,,191,仮払消費税等,account,debit,9992,ISO4217:JPY,2009-07-31,tax,,,,,
0001-20090731-66-905-1-2271,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090731-66-905-1-2271,3,,,,,,,,,,131,普通預金,account,credit,209850,ISO4217:JPY,2009-07-31,proposed,リース料,,,,
0001-20090731-66-905-1-2271,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090731-66-905-1-2271,3,2,,,,,,,,,,,,,,,,,,account sub,20,みずほ　本店,補助科目
0001-20090731-74-906-1-2273,,,0001-20090731-74-906-1-2273,entries,906-2273,2008-08-19,manual,gj,General,74,,,,,,,,,,,,,
0001-20090731-74-906-1-2273,1,,,,,,,,,,326,預り金,account,debit,1180527,ISO4217:JPY,2009-07-31,proposed,保険料預かり分,,,,
0001-20090731-74-906-1-2273,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090731-74-906-1-2273,1,2,,,,,,,,,,,,,,,,,,account sub,1,保険料,補助科目
0001-20090731-74-906-1-2273,2,,,,,,,,,,131,普通預金,account,credit,2370728,ISO4217:JPY,2009-07-31,proposed,保険料預かり分,,,,
0001-20090731-74-906-1-2273,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090731-74-906-1-2273,2,2,,,,,,,,,,,,,,,,,,account sub,20,みずほ　本店,補助科目
0001-20090731-74-906-1-2273,3,,,,,,,,,,723,法定福利費,account,debit,111192,ISO4217:JPY,2009-07-31,proposed,保険料　事業主負担分,,,,
0001-20090731-74-906-1-2273,3,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090731-74-906-1-2273,4,,,,,,,,,,723,法定福利費,account,debit,401259,ISO4217:JPY,2009-07-31,proposed,保険料　事業主負担分,,,,
0001-20090731-74-906-1-2273,4,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090731-74-906-1-2273,5,,,,,,,,,,723,法定福利費,account,debit,177774,ISO4217:JPY,2009-07-31,proposed,保険料　事業主負担分,,,,
0001-20090731-74-906-1-2273,5,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090731-74-906-1-2273,6,,,,,,,,,,723,法定福利費,account,debit,165649,ISO4217:JPY,2009-07-31,proposed,保険料　事業主負担分,,,,
0001-20090731-74-906-1-2273,6,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090731-74-906-1-2273,7,,,,,,,,,,723,法定福利費,account,debit,204278,ISO4217:JPY,2009-07-31,proposed,保険料　事業主負担分,,,,
0001-20090731-74-906-1-2273,7,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090731-74-906-1-2273,8,,,,,,,,,,723,法定福利費,account,debit,120377,ISO4217:JPY,2009-07-31,proposed,保険料　事業主負担分,,,,
0001-20090731-74-906-1-2273,8,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20090731-74-906-1-2273,9,,,,,,,,,,723,法定福利費,account,debit,9672,ISO4217:JPY,2009-07-31,proposed,児童拠出金　事業主負担分,,,,
0001-20090731-74-906-1-2273,9,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090731-75-907-1-2275,,,0001-20090731-75-907-1-2275,entries,907-2275,2008-08-19,manual,gj,General,75,,,,,,,,,,,,,
0001-20090731-75-907-1-2275,1,,,,,,,,,,752,保険料,account,debit,62000,ISO4217:JPY,2009-07-31,proposed,保険料,,,,
0001-20090731-75-907-1-2275,1,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090731-75-907-1-2275,2,,,,,,,,,,131,普通預金,account,credit,62000,ISO4217:JPY,2009-07-31,proposed,保険料,,,,
0001-20090731-75-907-1-2275,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090731-75-907-1-2275,2,2,,,,,,,,,,,,,,,,,,account sub,30,三井　名古屋,補助科目
0001-20090731-76-908-1-2277,,,0001-20090731-76-908-1-2277,entries,908-2277,2008-08-19,manual,gj,General,76,,,,,,,,,,,,,
0001-20090731-76-908-1-2277,1,,,,,,,,,,752,保険料,account,debit,57000,ISO4217:JPY,2009-07-31,proposed,保険料支払い,,,,
0001-20090731-76-908-1-2277,1,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20090731-76-908-1-2277,2,,,,,,,,,,131,普通預金,account,credit,57000,ISO4217:JPY,2009-07-31,proposed,保険料支払い,,,,
0001-20090731-76-908-1-2277,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090731-76-908-1-2277,2,2,,,,,,,,,,,,,,,,,,account sub,50,福岡　北九州,補助科目
0001-20090731-77-909-1-2279,,,0001-20090731-77-909-1-2279,entries,909-2279,2008-08-19,manual,gj,General,77,,,,,,,,,,,,,
0001-20090731-77-909-1-2279,1,,,,,,,,,,731,運賃,account,debit,119581,ISO4217:JPY,2009-07-31,proposed,運賃,,,,
0001-20090731-77-909-1-2279,1,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090731-77-909-1-2279,2,,,,,,,,,,191,仮払消費税等,account,debit,5979,ISO4217:JPY,2009-07-31,tax,,,,,
0001-20090731-77-909-1-2279,2,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090731-77-909-1-2279,3,,,,,,,,,,322,未払金,account,credit,125560,ISO4217:JPY,2009-07-31,proposed,運賃,,,,
0001-20090731-77-909-1-2279,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090731-78-910-1-2281,,,0001-20090731-78-910-1-2281,entries,910-2281,2008-08-19,manual,gj,General,78,,,,,,,,,,,,,
0001-20090731-78-910-1-2281,1,,,,,,,,,,737,消耗品費,account,credit,268502,ISO4217:JPY,2009-07-31,proposed,消耗品費　部門配賦,,,,
0001-20090731-78-910-1-2281,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090731-78-910-1-2281,2,,,,,,,,,,737,消耗品費,account,debit,29535,ISO4217:JPY,2009-07-31,proposed,,,,,
0001-20090731-78-910-1-2281,2,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090731-78-910-1-2281,3,,,,,,,,,,737,消耗品費,account,debit,128882,ISO4217:JPY,2009-07-31,proposed,,,,,
0001-20090731-78-910-1-2281,3,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090731-78-910-1-2281,4,,,,,,,,,,737,消耗品費,account,debit,26850,ISO4217:JPY,2009-07-31,proposed,,,,,
0001-20090731-78-910-1-2281,4,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090731-78-910-1-2281,5,,,,,,,,,,737,消耗品費,account,debit,64440,ISO4217:JPY,2009-07-31,proposed,,,,,
0001-20090731-78-910-1-2281,5,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090731-78-910-1-2281,6,,,,,,,,,,737,消耗品費,account,debit,18795,ISO4217:JPY,2009-07-31,proposed,,,,,
0001-20090731-78-910-1-2281,6,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20090731-86-911-1-2283,,,0001-20090731-86-911-1-2283,entries,911-2283,2008-08-19,manual,gj,General,86,,,,,,,,,,,,,
0001-20090731-86-911-1-2283,1,,,,,,,,,,322,未払金,account,debit,7396290,ISO4217:JPY,2009-07-31,proposed,6月分支払,,,,
0001-20090731-86-911-1-2283,1,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090731-86-911-1-2283,2,,,,,,,,,,131,普通預金,account,credit,7396290,ISO4217:JPY,2009-07-31,proposed,6月分支払,,,,
0001-20090731-86-911-1-2283,2,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090731-86-911-1-2283,2,2,,,,,,,,,,,,,,,,,,account sub,20,みずほ　本店,補助科目
0001-20090731-99-912-1-2285,,,0001-20090731-99-912-1-2285,entries,912-2285,2008-08-19,manual,gj,General,99,,,,,,,,,,,,,
0001-20090731-99-912-1-2285,1,,,,,,,,,,731,運賃,account,debit,719239,ISO4217:JPY,2009-07-31,proposed,運賃,,,,
0001-20090731-99-912-1-2285,1,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090731-99-912-1-2285,2,,,,,,,,,,191,仮払消費税等,account,debit,35961,ISO4217:JPY,2009-07-31,tax,,,,,
0001-20090731-99-912-1-2285,2,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090731-99-912-1-2285,3,,,,,,,,,,322,未払金,account,credit,755200,ISO4217:JPY,2009-07-31,proposed,運賃,,,,
0001-20090731-99-912-1-2285,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090801-102-947-1-2355,,,0001-20090801-102-947-1-2355,entries,947-2355,2008-08-19,manual,gj,General,102,,,,,,,,,,,,,
0001-20090801-102-947-1-2355,1,,,,,,,,,,733,交際接待費,account,debit,2000,ISO4217:JPY,2009-08-01,proposed,手土産代　阿部商店,,,,
0001-20090801-102-947-1-2355,1,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090801-102-947-1-2355,2,,,,,,,,,,191,仮払消費税等,account,debit,100,ISO4217:JPY,2009-08-01,tax,,,,,
0001-20090801-102-947-1-2355,2,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090801-102-947-1-2355,3,,,,,,,,,,111,現金,account,credit,2100,ISO4217:JPY,2009-08-01,proposed,手土産代　阿部商店,,,,
0001-20090801-102-947-1-2355,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090801-18-944-1-2349,,,0001-20090801-18-944-1-2349,entries,944-2349,2008-08-19,manual,gj,General,18,,,,,,,,,,,,,
0001-20090801-18-944-1-2349,1,,,,,,,,,,726,旅費交通費,account,debit,20000,ISO4217:JPY,2009-08-01,proposed,旅費,,,,
0001-20090801-18-944-1-2349,1,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090801-18-944-1-2349,2,,,,,,,,,,191,仮払消費税等,account,debit,1000,ISO4217:JPY,2009-08-01,tax,,,,,
0001-20090801-18-944-1-2349,2,1,,,,,,,,,,,,,,,,,,account sub,10,札幌,部門
0001-20090801-18-944-1-2349,3,,,,,,,,,,111,現金,account,credit,21000,ISO4217:JPY,2009-08-01,proposed,旅費,,,,
0001-20090801-18-944-1-2349,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090801-41-945-1-2351,,,0001-20090801-41-945-1-2351,entries,945-2351,2008-08-19,manual,gj,General,41,,,,,,,,,,,,,
0001-20090801-41-945-1-2351,1,,,,,,,,,,733,交際接待費,account,debit,3343,ISO4217:JPY,2009-08-01,proposed,食事代　レストランフレンド3名,,,,
0001-20090801-41-945-1-2351,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090801-41-945-1-2351,2,,,,,,,,,,191,仮払消費税等,account,debit,167,ISO4217:JPY,2009-08-01,tax,,,,,
0001-20090801-41-945-1-2351,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090801-41-945-1-2351,3,,,,,,,,,,111,現金,account,credit,3510,ISO4217:JPY,2009-08-01,proposed,食事代　レストランフレンド3名,,,,
0001-20090801-41-945-1-2351,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090801-50-946-1-2353,,,0001-20090801-50-946-1-2353,entries,946-2353,2008-08-19,manual,gj,General,50,,,,,,,,,,,,,
0001-20090801-50-946-1-2353,1,,,,,,,,,,740,車両費,account,debit,572,ISO4217:JPY,2009-08-01,proposed,高速代,,,,
0001-20090801-50-946-1-2353,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090801-50-946-1-2353,2,,,,,,,,,,191,仮払消費税等,account,debit,28,ISO4217:JPY,2009-08-01,tax,,,,,
0001-20090801-50-946-1-2353,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090801-50-946-1-2353,3,,,,,,,,,,111,現金,account,credit,600,ISO4217:JPY,2009-08-01,proposed,高速代,,,,
0001-20090801-50-946-1-2353,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090802-147-948-1-2357,,,0001-20090802-147-948-1-2357,entries,948-2357,2008-08-19,manual,gj,General,147,,,,,,,,,,,,,
0001-20090802-147-948-1-2357,1,,,,,,,,,,740,車両費,account,debit,6332,ISO4217:JPY,2009-08-02,proposed,ガソリン代,,,,
0001-20090802-147-948-1-2357,1,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20090802-147-948-1-2357,2,,,,,,,,,,191,仮払消費税等,account,debit,316,ISO4217:JPY,2009-08-02,tax,,,,,
0001-20090802-147-948-1-2357,2,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20090802-147-948-1-2357,3,,,,,,,,,,322,未払金,account,credit,6648,ISO4217:JPY,2009-08-02,proposed,ガソリン代,,,,
0001-20090802-147-948-1-2357,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090803-134-951-1-2363,,,0001-20090803-134-951-1-2363,entries,951-2363,2008-08-19,manual,gj,General,134,,,,,,,,,,,,,
0001-20090803-134-951-1-2363,1,,,,,,,,,,754,事務用消耗品費,account,debit,15029,ISO4217:JPY,2009-08-03,proposed,用紙,,,,
0001-20090803-134-951-1-2363,1,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20090803-134-951-1-2363,2,,,,,,,,,,191,仮払消費税等,account,debit,751,ISO4217:JPY,2009-08-03,tax,,,,,
0001-20090803-134-951-1-2363,2,1,,,,,,,,,,,,,,,,,,account sub,50,九州,部門
0001-20090803-134-951-1-2363,3,,,,,,,,,,322,未払金,account,credit,15780,ISO4217:JPY,2009-08-03,proposed,用紙,,,,
0001-20090803-134-951-1-2363,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090803-134-951-1-2363,4,,,,,,,,,,754,事務用消耗品費,account,debit,16000,ISO4217:JPY,2009-08-03,proposed,用紙,,,,
0001-20090803-134-951-1-2363,4,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090803-134-951-1-2363,5,,,,,,,,,,191,仮払消費税等,account,debit,800,ISO4217:JPY,2009-08-03,tax,,,,,
0001-20090803-134-951-1-2363,5,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090803-134-951-1-2363,6,,,,,,,,,,322,未払金,account,credit,16800,ISO4217:JPY,2009-08-03,proposed,用紙,,,,
0001-20090803-134-951-1-2363,6,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090803-139-952-1-2365,,,0001-20090803-139-952-1-2365,entries,952-2365,2008-08-19,manual,gj,General,139,,,,,,,,,,,,,
0001-20090803-139-952-1-2365,1,,,,,,,,,,724,福利厚生費,account,debit,24191,ISO4217:JPY,2009-08-03,proposed,社員夜食代,,,,
0001-20090803-139-952-1-2365,1,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090803-139-952-1-2365,2,,,,,,,,,,191,仮払消費税等,account,debit,1209,ISO4217:JPY,2009-08-03,tax,,,,,
0001-20090803-139-952-1-2365,2,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090803-139-952-1-2365,3,,,,,,,,,,322,未払金,account,credit,25400,ISO4217:JPY,2009-08-03,proposed,社員夜食代,,,,
0001-20090803-139-952-1-2365,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090803-142-953-1-2367,,,0001-20090803-142-953-1-2367,entries,953-2367,2008-08-19,manual,gj,General,142,,,,,,,,,,,,,
0001-20090803-142-953-1-2367,1,,,,,,,,,,740,車両費,account,debit,2458,ISO4217:JPY,2009-08-03,proposed,高速代,,,,
0001-20090803-142-953-1-2367,1,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090803-142-953-1-2367,2,,,,,,,,,,191,仮払消費税等,account,debit,122,ISO4217:JPY,2009-08-03,tax,,,,,
0001-20090803-142-953-1-2367,2,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090803-142-953-1-2367,3,,,,,,,,,,111,現金,account,credit,20508,ISO4217:JPY,2009-08-03,proposed,高速代,,,,
0001-20090803-142-953-1-2367,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090803-142-953-1-2367,4,,,,,,,,,,740,車両費,account,debit,3052,ISO4217:JPY,2009-08-03,proposed,ガソリン代,,,,
0001-20090803-142-953-1-2367,4,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090803-142-953-1-2367,5,,,,,,,,,,191,仮払消費税等,account,debit,152,ISO4217:JPY,2009-08-03,tax,,,,,
0001-20090803-142-953-1-2367,5,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090803-142-953-1-2367,6,,,,,,,,,,740,車両費,account,debit,1191,ISO4217:JPY,2009-08-03,proposed,高速代,,,,
0001-20090803-142-953-1-2367,6,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090803-142-953-1-2367,7,,,,,,,,,,191,仮払消費税等,account,debit,59,ISO4217:JPY,2009-08-03,tax,,,,,
0001-20090803-142-953-1-2367,7,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090803-142-953-1-2367,8,,,,,,,,,,740,車両費,account,debit,8543,ISO4217:JPY,2009-08-03,proposed,高速代,,,,
0001-20090803-142-953-1-2367,8,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090803-142-953-1-2367,9,,,,,,,,,,191,仮払消費税等,account,debit,427,ISO4217:JPY,2009-08-03,tax,,,,,
0001-20090803-142-953-1-2367,9,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090803-142-953-1-2367,10,,,,,,,,,,740,車両費,account,debit,4290,ISO4217:JPY,2009-08-03,proposed,高速代,,,,
0001-20090803-142-953-1-2367,10,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090803-142-953-1-2367,11,,,,,,,,,,191,仮払消費税等,account,debit,214,ISO4217:JPY,2009-08-03,tax,,,,,
0001-20090803-142-953-1-2367,11,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090803-56-949-1-2359,,,0001-20090803-56-949-1-2359,entries,949-2359,2008-08-19,manual,gj,General,56,,,,,,,,,,,,,
0001-20090803-56-949-1-2359,1,,,,,,,,,,726,旅費交通費,account,debit,14953,ISO4217:JPY,2009-08-03,proposed,旅費,,,,
0001-20090803-56-949-1-2359,1,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090803-56-949-1-2359,2,,,,,,,,,,191,仮払消費税等,account,debit,747,ISO4217:JPY,2009-08-03,tax,,,,,
0001-20090803-56-949-1-2359,2,1,,,,,,,,,,,,,,,,,,account sub,20,東京,部門
0001-20090803-56-949-1-2359,3,,,,,,,,,,111,現金,account,credit,15700,ISO4217:JPY,2009-08-03,proposed,旅費,,,,
0001-20090803-56-949-1-2359,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090803-82-950-1-2361,,,0001-20090803-82-950-1-2361,entries,950-2361,2008-08-19,manual,gj,General,82,,,,,,,,,,,,,
0001-20090803-82-950-1-2361,1,,,,,,,,,,740,車両費,account,debit,17163,ISO4217:JPY,2009-08-03,proposed,ガソリン代,,,,
0001-20090803-82-950-1-2361,1,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090803-82-950-1-2361,2,,,,,,,,,,191,仮払消費税等,account,debit,858,ISO4217:JPY,2009-08-03,tax,,,,,
0001-20090803-82-950-1-2361,2,1,,,,,,,,,,,,,,,,,,account sub,30,名古屋,部門
0001-20090803-82-950-1-2361,3,,,,,,,,,,322,未払金,account,credit,18021,ISO4217:JPY,2009-08-03,proposed,ガソリン代,,,,
0001-20090803-82-950-1-2361,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
0001-20090804-141-955-1-2371,,,0001-20090804-141-955-1-2371,entries,955-2371,2008-08-19,manual,gj,General,141,,,,,,,,,,,,,
0001-20090804-141-955-1-2371,1,,,,,,,,,,726,旅費交通費,account,debit,8191,ISO4217:JPY,2009-08-04,proposed,JR代,,,,
0001-20090804-141-955-1-2371,1,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090804-141-955-1-2371,2,,,,,,,,,,191,仮払消費税等,account,debit,409,ISO4217:JPY,2009-08-04,tax,,,,,
0001-20090804-141-955-1-2371,2,1,,,,,,,,,,,,,,,,,,account sub,40,大阪,部門
0001-20090804-141-955-1-2371,3,,,,,,,,,,111,現金,account,credit,8600,ISO4217:JPY,2009-08-04,proposed,JR代,,,,
0001-20090804-141-955-1-2371,3,1,,,,,,,,,,,,,,,,,,account sub,0,共通部門,部門
