No,module,kind,object class id,Oject Class term,Level,Card,attribute id,Property term,Representation term qualifier,Representation term,Associated Object Class,Semantic data type,Description,Type,Oject Class term (entity),Property term (attribute),Representation term (domain),Ref. Object Class,Ref. Property,Tag
228,Base,ABIE,BS20,Customized Account Segment,1,--,0,Details,,,,,"An Account Segment is a customized file item, which includes the information of the customized account segments that are not fixed account segments and no other table contains their description information (e.g. region type). This table is used together with the BAS_Customized_ACC_Value [BasCstmzdAccValue].",E,BAS CUSTOMIZED ACC SEGMENT,,,,,BasCstmzdAccSg
229,Base,BBIE,BS20,Customized Account Segment,2,1..1,1,Customized ACC Segment Code,,Identifier,,Code,"Code for the customized account segment that audit data need to be used.This does not include the fixed account segment having been identified.EXAMPLE   Unlike customer, budget information is not included in the BAS module as an individual table, therefore budget can be identified as a customized account segment.",A,BAS CUSTOMIZED ACC SEGMENT,Customized ACC Segment Code,IDENTIFIER 60,,,CstmzdAccSgCd
230,Base,BBIE,BS20,Customized Account Segment,2,0..1,2,Customized ACC Segment Name,,Text,,Text,"Customized account segment name that audit data need to be used.EXAMPLE   Budget records, planned revenue, expenditure.",A,BAS CUSTOMIZED ACC SEGMENT,Customized ACC Segment Name,TEXT 200,,,CstmzdAccSgNm
231,Base,BBIE,BS20,Customized Account Segment,2,0..1,3,Customized ACC Description,,Text,,Text,"Customized account segment description that audit data need to be used.EXAMPLE   Budget can be described as the annual plan of aggregated fiscal revenue and expenditure for a state, which is verified and approved through legal procedures.",A,BAS CUSTOMIZED ACC SEGMENT,Customized ACC Description,TEXT 1000,,,CstmzdAccDscr
232,Base,BBIE,BS20,Customized Account Segment,2,0..1,4,Customized ACC Encoding Rule,,Code,,Code,"Encoding rules of the value of a customized account segment.If the encoding rule has a hierarchy feature, each level is separated by ""-"".EXAMPLE   Budget (with a 1-digit code, e.g. 1) can be subdivided into financial budget (with a 2-digit code, e.g. 01) and construction budget (with a 2-digit code, e.g. 05), with the financial budget containing budgeted revenue (with a 2-digit code, e.g. 03) and budgeted expenditure (with a 2-digit code, e.g. 04), which are the third-level segments. In this case, the Customized_ACC_Encoding_Rule [CstmzdAccEncRule] is 1-2-2.",A,BAS CUSTOMIZED ACC SEGMENT,Customized ACC Encoding Rule,ENCODING RULE CODE,,,CstmzdAccEncRule
233,Base,BBIE,BS20,Customized Account Segment,2,0..1,5,Hierarchy,,Indicator,,Indicator,"Whether or not the table value has a hierarchy feature.EXAMPLE   1 is yes, 0 is no.",A,BAS CUSTOMIZED ACC SEGMENT,Hierarchy Flag,BOOLEAN,,,HrchyFlag
234,Base,BBIE,BS20,Customized Account Segment,2,0..1,6,Active,,Indicator,,Indicator,"Indicates whether the Customized_ACC_Segment_Code [CstmzdAccSgCd] is active or inactive.EXAMPLE   1 is active, 0 is inactive.",A,BAS CUSTOMIZED ACC SEGMENT,Active Flag,BOOLEAN,,,ActiveFlag
235,Base,ABIE,BS21,Customized Account Value,1,--,0,Details,,,,,Contains the information from the customized account segment value.,E,BAS CUSTOMIZED ACC VALUE,,,,,BasCstmzdAccValue
236,Base,IDBIE,BS21,Customized Account Value,2,1..1,1,Customized ACC Value Code,,Identifier,,PK,"Code for the customized account segment value.If the Customized_ACC_Encoding_Rule [CstmzdAccEncRule] is 1-2-2, the corresponding budget-financial budget-budgeted expenditure is 10104.",A,BAS CUSTOMIZED ACC VALUE,Customized ACC Value Code,IDENTIFIER 60,,,CstmzdAccValueCd
237,Base,RFBIE,BS21,Customized Account Value,2,0..1,2,Customized ACC Segment Code,,,Customized Account Segment,REF,Associated with the BAS_Customized_ACC_Segment [BasCstmzdAccSg] table.Shall match the Customized_ACC_Segment_Code [CstmzdAccSgCd] in the BAS_Customized_ACC_Segment [BasCstmzdAccSg] table.,A,BAS CUSTOMIZED ACC VALUE,Customized ACC Segment Code,IDENTIFIER 60,BAS CUSTOMIZED ACC SEGMENT,Customized ACC Segment Code,CstmzdAccSgCd
238,Base,BBIE,BS21,Customized Account Value,2,0..1,3,Customized ACC Value Name,,Text,,Text,Name of the account segment value of each file.EXAMPLE   Budget-financial budget-budgeted expenditure.,A,BAS CUSTOMIZED ACC VALUE,Customized ACC Value Name,TEXT 200,,,CstmzdAccValueNm
239,Base,BBIE,BS21,Customized Account Value,2,0..1,4,ACC Value Description,,Text,,Text,Detailed description of the account segment value.,A,BAS CUSTOMIZED ACC VALUE,ACC Value Description,TEXT 1000,,,AccValueDscr
240,Base,RFBIE,BS21,Customized Account Value,2,0..1,5,Parent ACC Value Code,,,Customized Account Value,REF,Code for the parent customized account segment value.Shall match the Customized_ACC_Value_Code [CstmzdAccValueCd] in the BAS_Customized_ACC_Value [BasCstmzdAccValue] table.,A,BAS CUSTOMIZED ACC VALUE,Parent ACC Value Code,IDENTIFIER 60,BAS CUSTOMIZED ACC VALUE,Customized ACC Value Code,ParAccValueCd
241,Base,BBIE,BS21,Customized Account Value,2,0..1,6,Customized ACC Value Hierarchy,,Code,,Code,Level of the current value in the file structure.EXAMPLE   1 is the highest.,A,BAS CUSTOMIZED ACC VALUE,Customized ACC Value Hierarchy,HIERARCHY LEVEL,,,CstmzdAccValueHrchy
242,Base,ABIE,BS22,Profile,1,--,0,Details,,,,,"Contains industry and software version information. This table contains information related to the profile of the data being collected. For example, when we extract the financial data of 2016 from an auditee using SAP XXX ERP System in 2017.1.16, there should be a record with the Profile_Name [ProfileNm] ""XXX_2016"", Fiscal_Year [FiscYr] ""2016"", Developer_Name [DvlprNm] ""SAP"", Software_Name [SftwNm] ""SAP_S/4"", Software_Version [SftwVers] ""2.0"", Functional_Currency ""CNY"", Standard_Version [StdVers] ""ISO 21378"", Extracted_Date [ExtractedDt] ""2017-01-16"".",E,BAS PROFILE,,,,,BasProfile
243,Base,IDBIE,BS22,Profile,2,1..1,1,Profile Number,,Identifier,,PK,Number of the current data collection.This number is generated either by manual input or by the system.,A,BAS PROFILE,Profile Number,IDENTIFIER 5,,,ProfileNr
244,Base,BBIE,BS22,Profile,2,0..1,2,Profile Name,,Text,,Text,Name of the current data collection.,A,BAS PROFILE,Profile Name,TEXT 30,,,ProfileNm
245,Base,BBIE,BS22,Profile,2,0..1,3,Fiscal Year,,Code,,Code,Fiscal year in which the calendar date occurs.The date shall be shown as YYYY-MM-DD in the extended format. The YYYY indicates a four-digit year (in accordance with ISO 8601-1).,A,BAS PROFILE,Fiscal Year,YEAR IDENTIFIER,,,FiscYr
246,Base,BBIE,BS22,Profile,2,0..1,4,Accounting Entity,,Text,,Text,Legal name of an accounting entity.,A,BAS PROFILE,Accounting Entity,TEXT 60,,,AcntingEntity
247,Base,BBIE,BS22,Profile,2,0..1,5,Industry,,Text,,Text,Corresponding industry name under a superior sector code.,A,BAS PROFILE,Industry,TEXT 20,,,Industry
248,Base,BBIE,BS22,Profile,2,0..1,6,Developer Name,,Text,,Text,Name of accounting and/or ERP system software developer.,A,BAS PROFILE,Developer Name,NAME 200,,,DvlprNm
249,Base,BBIE,BS22,Profile,2,0..1,7,Software Name,,Text,,Text,Name of accounting and/or ERP system software products.,A,BAS PROFILE,Software Name,TEXT 200,,,SftwNm
250,Base,BBIE,BS22,Profile,2,0..1,8,Software Version,,Text,,Text,Accounting and/or ERP system software version.,A,BAS PROFILE,Software Version,TEXT 20,,,SftwVers
251,Base,BBIE,BS22,Profile,2,0..1,9,Functional Currency Code,,Code,,Code,Functional or group currency used in accounting and/or ERP system software (in accordance with ISO 4217).,A,BAS PROFILE,Functional Currency Code,CURRENCY CODE,,,FuncCurCd
252,Base,BBIE,BS22,Profile,2,0..1,10,Standard Version,,Text,,Text,Standard issuing number of the standard(s) with which the current output files are consistent.EXAMPLE   ISO 21378.,A,BAS PROFILE,Standard Version,TEXT 30,,,StdVers
253,Base,BBIE,BS22,Profile,2,0..1,11,Extracted Date,,Date,,Date,Date of the data extraction.,A,BAS PROFILE,Extracted Date,DATE,,,ExtractedDt
254,Base,BBIE,BS22,Profile,2,0..1,12,Time Zone,,Code,,Code,"Indicates the difference between the local time and UTC of a day.The representation of the difference can be expressed in hours and minutes, or hours only. The Time_Zone [TmZone] shall be shown as Â±hh:mm in the extended format (in accordance with ISO 8601-1).EXAMPLE   Newfoundland's time zone is -03:30, Beijing's time zone is +08:00.",A,BAS PROFILE,Time Zone,TIME ZONE,,,TmZone
255,Base,ASBIE,BS22,Profile,2,0..n,13,Specified,,,Business Segment,,Contains associated Business Segment information.,E,BUSINESS SEGMENT,,,,,BusSg
257,Base,BBIE,BS22,Profile,3,1..1,14,Business Segment Code,,Code,,Code,Contains a code to identify the associated business segment. Must match the Business_Segment_Code [BusSgCd] in BAS_Business_Segment [BasBusSg].,A,,,,,,
257.5,Base,BBIE,BS22,Profile,3,0..1,15,Business Segment Name,,Text,,Text,The name of the Business Segment.,A,BUSINESS SEGMENT,Sequence Number,REFERENCE LEVEL,,,SqNr
256,Base,BBIE,BS22,Profile,3,1..1,16,Segment Reference Level,,Code,,Code,Number or text to keep the Business Segments in a predefined order.,A,BUSINESS SEGMENT,Sequence Number,REFERENCE LEVEL,,,SqNr
256.5,Base,BBIE,BS22,Profile,3,0..1,17,Business Segment Type Name,,Text,,Text,,,,,,,,
281,GL,ABIE,GL02,General Ledger,1,--,0,Details,,,,,"Contains all of the journal entry details for each transaction (e.g. associated journal entry ID, associated account number, debits or credits associated with the journal entry line). This table should be at the journal entry line level.",E,GL DETAILS,,,,,GlDtls
282,GL,BBIE,GL02,General Ledger,2,1..1,1,Journal ID,,Identifier,,Code,Unique identifier for each journal entry.Typically auto-generated by the system.,A,GL DETAILS,Journal ID,IDENTIFIER 100,,,JrnId
283,GL,BBIE,GL02,General Ledger,2,0..1,2,Journal Number,,Identifier,,Code,"Number of the journal entry (e.g. including serial number, document type, date).",A,GL DETAILS,Journal Number,IDENTIFIER 100,,,JrnNr
285,GL,BBIE,GL02,General Ledger,2,0..1,3,Fiscal Year,,Code,,Code,"Fiscal year in which the Effective_Date [EffectiveDt] occurs.The year shall be shown in four digits as YYYY, which is part of the extended format and the YYYY-MM-DD from ISO 8601-1.Shall match the Fiscal_Year [FiscYr] in the BAS_Accounting_Period [BasAcntingPer] table.",A,GL DETAILS,Fiscal Year,YEAR IDENTIFIER,BAS ACCOUNTING PERIOD,Fiscal Year,FiscYr
286,GL,BBIE,GL02,General Ledger,2,0..1,4,Accounting Period Code,,Code,,Code,"Accounting period in which the Effective_Date [EffectiveDt] occurs.EXAMPLE   W1-W53 for weekly periods, M1-M12 for monthly periods, Q1-Q4 for quarterly periods, from any beginning date to any ending date. Shall match the Accounting_Period [AcntingPer] in the BAS_Accounting_Period [BasAcntingPer] table.",A,GL DETAILS,Accounting Period,PERIOD IDENTIFIER,BAS ACCOUNTING PERIOD,Accounting Period,AcntingPer
292,GL,RFBIE,GL03,General Ledger,2,0..1,5,Source Code,,,Source,REF,"Code for the source from which the journal entry originated.EXAMPLE   Sales journal, cash receipts journal, general journal, payroll journal, accountant manual entry, spreadsheet.Shall match the Source_Code [SrcCd] in the GL_Source [GlSrc] table.",A,GL DETAILS,Source Code,IDENTIFIER 25,GL SOURCE,Source Code,SrcCd
290,GL,BBIE,GL02,General Ledger,2,0..1,6,Journal Entry Header Description,,Text,,Text,Description of the entire journal entry as described by the journal entry header.,A,GL DETAILS,JE Header Description,TEXT 1000,,,JeHdrDscr
287,GL,BBIE,GL02,General Ledger,2,0..1,7,Effective Date,,Date,,Date,"Date of the journal entry, no matter when the entry is received or created.This sometimes refers to the accounting date or accounting effective date.EXAMPLE   If the user wants to see the financial results for the period ending March 5, 20XX, the journal entry may be created on any day during the open period and be assigned to the period ending March 5, 20XX.",A,GL DETAILS,Effective Date,DATE,,,EffectiveDt
287.2,GL,ASBIE,GL02,General Ledger,2,1..n,8,Included,,,GL Details,,,,,,,,,
287.21,GL,BBIE,GL02,General Ledger,3,0..1,1,Journal Line Number,,Text,,Text,Number of the line within a journal entry.This number is generated either by manual input or by the system.,A,GL DETAILS,Journal Line Number,TEXT 100,,,JrnLnNr
287.22,GL,RFBIE,GL02,General Ledger,3,0..1,2,Journal Entry Type Code,,,Journal Entry Type,REF,Code for the journal entry type.Shall match the JE_Type_Code [JeTypCd] in the BAS_Journal_Entry_Type [BasJrnEntryTyp] table.,A,GL DETAILS,JE Type Code,IDENTIFIER 60,BAS JOURNAL ENTRY TYPE,JE Type Code,JeTypCd
287.23,GL,RFBIE,GL02,General Ledger,3,0..1,3,GL Account Number,,,Chart Of Accounts,REF,Number of the GL account.Shall match the GL_Account_Number [GlAcntNr] used in the AS_Chart_Of_Accounts table.,A,GL DETAILS,GL Account Number,GL ACCOUNT NUMBER 100,BAS CHART OF ACCOUNTS,GL Account Number,GlAcntNr
287.24,GL,BBIE,GL02,General Ledger,3,0..1,4,Credit Debit Indicator,,Code,,Code,"Indicates whether the amount is a credit or a debit.EXAMPLE   C is credit, D is debit.",A,GL DETAILS,Credit Debit Indicator,CREDIT DEBIT CODE,,,CrDbInd
287.25,GL,BBIE,GL02,General Ledger,3,0..1,5,Journal Entry Line Description,,Text,,Text,Description of the individual line within the journal entry.,A,GL DETAILS,JE Line Description,TEXT 1000,,,JeLnDscr
287.26,GL,BBIE,GL02,General Ledger,3,0..1,6,Bill Number,,Text,,Text,"Number of the bill.A bill usually includes bank drafts, promissory notes and checks. A bill may be issued by the drawer who agreed upon themselves or entrusts the drawee at sight. A specified date to the payee or bearer unconditionally pays a certain amount of securities.This number is generated either by manual input or by the system.",A,GL DETAILS,Bill Number,TEXT 100,,,BillNr
287.27,GL,RFBIE,GL02,General Ledger,3,0..1,7,Bill Type Code,,,Bill Type,REF,"Type of bill.EXAMPLE   Bank drafts, promissory notes, checks.Shall match the Bill_Type_Code [BillTypCd] in the BAS_Bill_Type [BasBillTyp] table.",A,GL DETAILS,Bill Type Code,IDENTIFIER 60,BAS BILL TYPE,Bill Type Code,BillTypCd
287.28,GL,BBIE,GL02,General Ledger,3,0..1,8,Bill Date,,Date,,Date,Date of the bill.,A,GL DETAILS,Bill Date,DATE,,,BillDt
287.29,GL,BBIE,GL02,General Ledger,3,0..1,9,Quantity,,Quantity,,Quantity,"Quantity of items referenced in the journal entry line.When the GL_Account_Number [GlAcntNr] is for inventories or fixed assets, this field is effective. If not, this field is NULL.",A,GL DETAILS,Quantity,QUANTITY,,,Qt
287.3,GL,RFBIE,GL02,General Ledger,3,0..1,10,UOM Code,,,Measurement Unit,REF,"Code for the physical measurement scale for the inventory and PPE referred to as a ""unit of measurement (UOM)"".Shall match the UOM_Code [UomCd] in the BAS_Measurement_Unit [BasMeaUnit] table.",A,GL DETAILS,UOM Code,MEASUREMENT UNIT CODE,BAS MEASUREMENT UNIT,UOM Code,UomCd
287.31,GL,BBIE,GL02,General Ledger,3,0..1,11,Unit Price,,Amount,,Amount,"Per unit price of the inventory or PPE.This field is associated with Quantity and Amount.EXAMPLE   If the account is inventory or PPE, Quantity can be multiplied by Unit_Price [UnitPrice] to get total line Amount.",A,GL DETAILS,Unit Price,AMOUNT8,,,UnitPrice
287.32,GL,RFBIE,GL02,General Ledger,3,0..1,12,Settlement Method Code,,,Settlement Method,REF,"Code value or indicator of the settlement method used for cash receipt from customers (i.e. sales) and cash payment to suppliers (i.e. purchase).EXAMPLE   Check, wire transfer, cash.Shall match the Settlement_Method_Code [SetlMthdCd] in the BAS_Settlement_Method [BasSetlMthd] table.",A,GL DETAILS,Settlement Method Code,IDENTIFIER 60,BAS SETTLEMENT METHOD,Settlement Method Code,SetlMthdCd
287.33,GL,BBIE,GL02,General Ledger,3,0..1,13,Reversal Indicator,,Code,,Code,"Indicates whether this entry is a reversal or to be reversed.EXAMPLE   1 is the entry is a reversal, 2 is the entry is being reversed, an empty ("" "") is none of the above or system-generated indicators.",A,GL DETAILS,Reversal Indicator,REVERSAL INDICATOR CODE,,,RevInd
287.34,GL,BBIE,GL02,General Ledger,3,0..1,14,Reversal Journal ID,,Identifier,,Code,"When the Reversal_Indicator [RevInd] = 1, this field identifies the Journal_ID [JrnId] of the entry being reversed.",A,GL DETAILS,Reversal Journal ID,IDENTIFIER 100,,,RevJrnId
287.35,GL,BBIE,GL02,General Ledger,3,0..1,15,Cancellation,,Indicator,,Indicator,"Sign of cancellation of a journal entry already formed but not yet posted.EXAMPLE   0 is entry is not cancelled, 1 is entry is cancelled.",A,GL DETAILS,Cancellation Sign,BOOLEAN,,,CnclSign
287.36,GL,RFBIE,GL02,General Ledger,3,0..1,16,Account Segment Employee,,,Employee,REF,"Fixed account segment, recording information related to an employee (e.g. loan to corporate officers).The value stored in this field stored is Employee_ID [EmpId].Shall match the Employee_ID [EmpId] in the BAS_Employee [BasEmp] table through GL_Account_Segment [GlAcntSg].",A,GL DETAILS,Account Segment Employee,IDENTIFIER 60,BAS EMPLOYEE,Employee ID,AcntSgEmp
287.37,GL,RFBIE,GL02,General Ledger,3,0..1,17,Account Segment Project,,,Project,REF,"Fixed account segment, recording information related to a project.EXAMPLE   Construction projects that require separate accounting.The value of this field stored is Project_ID [ProjId].Shall match the Project_ID [ProjId] in the BAS_Project [BasProj] table through GL_Account_Segment [GlAcntSg].",A,GL DETAILS,Account Segment Project,IDENTIFIER 60,BAS PROJECT,Project ID,AcntSgProj
287.38,GL,RFBIE,GL02,General Ledger,3,0..1,18,Account Segment Bank Account,,,Bank Account,REF,"Fixed account segment, recording information related to bank accounts.The value of this field stored is Bank_Account_Number [BankAcntNr]. More information about a certain bank account can be obtained from the BAS_Bank_Account [BasBankAcnt] table.Shall match the Bank_Account_Number [BankAcntNr] in the BAS_Bank_Account [BasBankAcnt] table through GL_Account_Segment [GlAcntSg].",A,GL DETAILS,Account Segment Bank Account,IDENTIFIER 60,BAS BANK ACCOUNT,Bank Account Number,AcntSgBankAcnt
287.39,GL,ASBIE,GL02,General Ledger,3,0..1,19,Specified,,,Monetary Amopunt,,"Related amount expressed in functional, transaction, reporting and local currency.",E,AMOUNT,,,,,Amt
287.4,GL,BBIE,GL02,General Ledger,4,0..1,1,Functional Amount,,Amount,,Amount,Amount recorded in the functional or group currency.,A,AMOUNT,Functional Amount,AMOUNT,,,FuncAmt
287.41,GL,BBIE,GL02,General Ledger,4,0..1,2,Transaction Amount,,Amount,,Amount,Amount recorded in the transaction currency.,A,AMOUNT,Transaction Amount,AMOUNT,,,TrAmt
287.42,GL,BBIE,GL02,General Ledger,4,0..1,3,Reporting Amount,,Amount,,Amount,Amount recorded in the reporting currency.,A,AMOUNT,Reporting Amount,AMOUNT,,,RprtAmt
287.43,GL,BBIE,GL02,General Ledger,4,0..1,4,Local Amount,,Amount,,Amount,Amount recorded in the local currency.,A,AMOUNT,Local Amount,AMOUNT,,,LocAmt
287.44,GL,ASBIE,GL02,General Ledger,3,0..1,20,Specified,,,Currency Code,,,,,,,,,
287.45,GL,RFBIE,GL02,General Ledger,4,0..1,1,Functional Currency Code,,,Currency,REF,Code of the functional or group currency (in accordance with ISO 4217).Shall match the Currency_Code [CurCd] in the BAS_Currency [BasCur] table.,A,AMOUNT,Functional Currency Code,CURRENCY CODE,BAS CURRENCY,Currency Code,FuncCurCd
287.46,GL,RFBIE,GL02,General Ledger,4,0..1,2,Transaction Currency Code,,,Currency,REF,The code of currency used in the actual transaction (in accordance with ISO 4217).Shall match the Currency_Code [CurCd] in the BAS_Currency [BasCur] table.,A,AMOUNT,Transaction Currency Code,CURRENCY CODE,BAS CURRENCY,Currency Code,TrCurCd
287.47,GL,RFBIE,GL02,General Ledger,4,0..1,3,Reporting Currency Code,,,Currency,REF,The code of currency used for non-consolidated reporting (in accordance with ISO 4217).Shall match the Currency_Code [CurCd] in the BAS_Currency [BasCur] table.,A,AMOUNT,Reporting Currency Code,CURRENCY CODE,BAS CURRENCY,Currency Code,RprtCurCd
287.48,GL,RFBIE,GL02,General Ledger,4,0..1,4,Local Currency Code,,,Currency,REF,The code of currency used for local country reporting requirements  (in accordance with ISO 4217).Shall match the Currency_Code [CurCd] in the BAS_Currency [BasCur] table.,A,AMOUNT,Local Currency Code,CURRENCY CODE,BAS CURRENCY,Currency Code,LocCurCd
287.49,GL,ASBIE,GL02,General Ledger,3,0..1,21,Responsible,,,Created,,Information about the data that was created into the system.,E,CREATED,,,,,Crea
287.5,GL,RFBIE,GL02,General Ledger,4,0..1,1,Ctrated By,,,User,REF,The unique identifier for the person who did the activity. Typically auto-generated by the system. Shall match the User_ID [UserId] in the BAS_User [BasUser] table.,A,CREATED,User ID,IDENTIFIER 25,BAS USER,User ID,UserId
287.51,GL,BBIE,GL02,General Ledger,4,0..1,2,Created On,,Date,,Date,"The date of activity. This should be a system generated date (rather than user-created date), when possible. This is sometimes referred to as the creation date.",A,CREATED,Date,DATE,,,Dt
287.52,GL,BBIE,GL02,General Ledger,4,0..1,3,Created At,,Time,,Time,The time of activity.,A,CREATED,Time,TIME,,,Tm
287.53,GL,ASBIE,GL02,General Ledger,3,0..1,22,Responsible,,,Approved,,Information about the data was approved within the system.,E,APPROVED,,,,,Aprv
287.54,GL,RFBIE,GL02,General Ledger,4,0..1,1,Approved By,,,User,REF,The unique identifier for the person who did the activity. Typically auto-generated by the system. Shall match the User_ID [UserId] in the BAS_User [BasUser] table.,A,APPROVED,User ID,IDENTIFIER 25,BAS USER,User ID,UserId
287.55,GL,BBIE,GL02,General Ledger,4,0..1,2,Approved On,,Date,,Date,"The date of activity. This should be a system generated date (rather than user-created date), when possible. This is sometimes referred to as the creation date.",A,APPROVED,Date,DATE,,,Dt
287.56,GL,ASBIE,GL02,General Ledger,3,0..1,23,Responsible,,,Posted,,Information about the data that was posted.,E,POSTED,,,,,Posted
287.57,GL,RFBIE,GL02,General Ledger,4,0..1,1,Recorded By,,,User,REF,The unique identifier for the person who did the activity. Typically auto-generated by the system. Shall match the User_ID [UserId] in the BAS_User [BasUser] table.,A,POSTED,User ID,IDENTIFIER 25,BAS USER,User ID,UserId
287.58,GL,ASBIE,GL02,General Ledger,3,0..n,24,Account Segment,,,Account Segment,,Contains associated Account Segment information.,E,ACCOUNT SEGMENT,,,,,AcntSg
287.59,GL,BBIE,GL02,General Ledger,4,1..1,1,Account Segment Number,,Text,,Text,Sequence number of the associated Account Segment. Must match Account_Segment_Number [AcntSgNr] in GL_Account_Segment [GlAcntSg] in relation to the GL_Account_Number [GlAcntNr] concerned.,A,ACCOUNT SEGMENT,Account Segment Number,TEXT 60,,,AcntSgNr
287.6,GL,BBIE,GL02,General Ledger,4,0..1,2,Account Segment Name,,Text,,Text,Account Segment Code.,A,ACCOUNT SEGMENT,Account Segment Code,TEXT 60,,,AcntSgCd
287.61,GL,ASBIE,GL02,General Ledger,4,1..1,3,Specified,,,Customized Account Segment,,,,,,,,,
287.62,GL,BBIE,GL02,General Ledger,5,1..1,1,Customized Account Segment Code,,Code,,Code,,,,,,,,
287.63,GL,ASBIE,GL02,General Ledger,5,1..1,2,Specified,,,Customized Account Value,,,,,,,,,
287.64,GL,BBIE,GL02,General Ledger,6,1..1,3,Customized Account Segment Name,,Text,,Text,,,,,,,,
287.65,GL,ASBIE,GL02,General Ledger,3,0..n,25,Business Segment,,,Business Segment,,Contains associated Business Segment information.,E,BUSINESS SEGMENT,,,,,BusSg
287.66,GL,BBIE,GL02,General Ledger,4,1..1,1,Business Segment Code,,Code,,Code,Contains a code to identify the associated business segment. Must match the Business_Segment_Code [BusSgCd] in BAS_Business_Segment [BasBusSg].,A,,,,,,
287.67,GL,BBIE,GL02,General Ledger,4,0..1,2,Business Segment Name,,Text,,Text,The name of the Business Segment.,A,BUSINESS SEGMENT,Sequence Number,REFERENCE LEVEL,,,SqNr
287.68,GL,BBIE,GL02,General Ledger,4,1..1,3,Segment Reference Level,,Code,,Code,Number or text to keep the Business Segments in a predefined order.,A,BUSINESS SEGMENT,Sequence Number,REFERENCE LEVEL,,,SqNr
287.69,GL,BBIE,GL02,General Ledger,4,0..1,4,Business Segment Type Name,,Text,,Text,,,,,,,,
287.7,GL,ABIE,GL03,GL Details,1,--,0,Details,,,,,,,,,,,,
288,GL,BBIE,GL03,GL Details,2,0..1,1,Journal Line Number,,Text,,Text,Number of the line within a journal entry.This number is generated either by manual input or by the system.,A,GL DETAILS,Journal Line Number,TEXT 100,,,JrnLnNr
289,GL,RFBIE,GL03,GL Details,2,0..1,2,Journal Entry Type Code,,,Journal Entry Type,REF,Code for the journal entry type.Shall match the JE_Type_Code [JeTypCd] in the BAS_Journal_Entry_Type [BasJrnEntryTyp] table.,A,GL DETAILS,JE Type Code,IDENTIFIER 60,BAS JOURNAL ENTRY TYPE,JE Type Code,JeTypCd
284,GL,RFBIE,GL03,GL Details,2,0..1,3,GL Account Number,,,Chart Of Accounts,REF,Number of the GL account.Shall match the GL_Account_Number [GlAcntNr] used in the AS_Chart_Of_Accounts table.,A,GL DETAILS,GL Account Number,GL ACCOUNT NUMBER 100,BAS CHART OF ACCOUNTS,GL Account Number,GlAcntNr
300,GL,BBIE,GL03,GL Details,2,0..1,4,Credit Debit Indicator,,Code,,Code,"Indicates whether the amount is a credit or a debit.EXAMPLE   C is credit, D is debit.",A,GL DETAILS,Credit Debit Indicator,CREDIT DEBIT CODE,,,CrDbInd
291,GL,BBIE,GL03,GL Details,2,0..1,5,Journal Entry Line Description,,Text,,Text,Description of the individual line within the journal entry.,A,GL DETAILS,JE Line Description,TEXT 1000,,,JeLnDscr
293,GL,BBIE,GL03,GL Details,2,0..1,6,Bill Number,,Text,,Text,"Number of the bill.A bill usually includes bank drafts, promissory notes and checks. A bill may be issued by the drawer who agreed upon themselves or entrusts the drawee at sight. A specified date to the payee or bearer unconditionally pays a certain amount of securities.This number is generated either by manual input or by the system.",A,GL DETAILS,Bill Number,TEXT 100,,,BillNr
294,GL,RFBIE,GL03,GL Details,2,0..1,7,Bill Type Code,,,Bill Type,REF,"Type of bill.EXAMPLE   Bank drafts, promissory notes, checks.Shall match the Bill_Type_Code [BillTypCd] in the BAS_Bill_Type [BasBillTyp] table.",A,GL DETAILS,Bill Type Code,IDENTIFIER 60,BAS BILL TYPE,Bill Type Code,BillTypCd
295,GL,BBIE,GL03,GL Details,2,0..1,8,Bill Date,,Date,,Date,Date of the bill.,A,GL DETAILS,Bill Date,DATE,,,BillDt
296,GL,BBIE,GL03,GL Details,2,0..1,9,Quantity,,Quantity,,Quantity,"Quantity of items referenced in the journal entry line.When the GL_Account_Number [GlAcntNr] is for inventories or fixed assets, this field is effective. If not, this field is NULL.",A,GL DETAILS,Quantity,QUANTITY,,,Qt
297,GL,RFBIE,GL03,GL Details,2,0..1,10,UOM Code,,,Measurement Unit,REF,"Code for the physical measurement scale for the inventory and PPE referred to as a ""unit of measurement (UOM)"".Shall match the UOM_Code [UomCd] in the BAS_Measurement_Unit [BasMeaUnit] table.",A,GL DETAILS,UOM Code,MEASUREMENT UNIT CODE,BAS MEASUREMENT UNIT,UOM Code,UomCd
298,GL,BBIE,GL03,GL Details,2,0..1,11,Unit Price,,Amount,,Amount,"Per unit price of the inventory or PPE.This field is associated with Quantity and Amount.EXAMPLE   If the account is inventory or PPE, Quantity can be multiplied by Unit_Price [UnitPrice] to get total line Amount.",A,GL DETAILS,Unit Price,AMOUNT8,,,UnitPrice
299,GL,RFBIE,GL03,GL Details,2,0..1,12,Settlement Method Code,,,Settlement Method,REF,"Code value or indicator of the settlement method used for cash receipt from customers (i.e. sales) and cash payment to suppliers (i.e. purchase).EXAMPLE   Check, wire transfer, cash.Shall match the Settlement_Method_Code [SetlMthdCd] in the BAS_Settlement_Method [BasSetlMthd] table.",A,GL DETAILS,Settlement Method Code,IDENTIFIER 60,BAS SETTLEMENT METHOD,Settlement Method Code,SetlMthdCd
