Module,#,Table,No.,Name,Datatype,Representation,Description,Level,Key,Ref Field,Ref Table,Kind,Dictionary Entry Name,Object Class Term Qualifier,Object Class Term,Property Term Qualifier,Property Term,Datatype Qualifier,Representation term,Associated Object Class Term Qualifier,Associated Object Class,Occurrence Min,Occurrence Max,XBRL GL Taxonomy Element
Purchase,49,PUR_Requisitions_Details,9,Project_ID,String,%60s,The unique identifier for the project. Typically auto-generated by the system. Shall match the Project_ID in the BAS_Project table.,1,REF,Project_ID,BAS_Project,RFBIE,ADC_ Purchase Requisition Line. Originating. ADC_ Project,ADC,Purchase Requisition Line,,Originating,,,ADC,Project,0,1,
Purchase,49,PUR_Requisitions_Details,10,Supplier_Account_ID,String,%100s,The unique identifier for the supplier account in the purchase requisition. Typically auto-generated by the system. May be set to NULL if no transaction related purchase requisition. Shall match the Supplier_Account_ID in the BAS_Supplier table.,1,REF,Supplier_Account_ID,BAS_Supplier,RFBIE,ADC_ Purchase Requisition Line. Related. ADC_ Supplier,ADC,Purchase Requisition Line,,Related,,,ADC,Supplier,0,1,gl-cor:identifierCode with gl-cor:identifierType = {vendor}
Purchase,49,PUR_Requisitions_Details,11,Purchase_Organization_Code,String,%25s,The unique code of the purchase organization which signed the requisition. Shall match the Business_Segment_Code in the BAS_Business_Segment table.,1,REF,Business_Segment_Code,BAS_Business_Segment,RFBIE,ADC_ Purchase Requisition Line. Purchase Organization. ADC_ Business Segment,ADC,Purchase Requisition Line,,Purchase Organization,,,ADC,Business Segment,0,1,gl-bus:organizationIdentifier
Purchase,49,PUR_Requisitions_Details,12,Requisition_Organization_Code,String,%25s,"The unique code of the organization with material purchase request. The requisition organization is a business organization, or an administrative organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.",1,REF,Business_Segment_Code,BAS_Business_Segment,RFBIE,ADC_ Purchase Requisition Line. Requisition Organization. ADC_ Business Segment,ADC,Purchase Requisition Line,,Requisition Organization,,,ADC,Business Segment,0,1,gl-bus:organizationIdentifier
Purchase,49,PUR_Requisitions_Details,13,Status,String,%30s,The status of a requisition line. EXAMPLE In process or rejected.,1,,,,BBIE,ADC_ Purchase Requisition Line. Status,ADC,Purchase Requisition Line,,Status,,Text,,,0,1,
Purchase,49,PUR_Requisitions_Details,14,,,,,1,,,,ASBIE,ADC_ Purchase Requisition Line. X. ADC_ Business Segment,ADC,Purchase Requisition Line,,X,,,ADC,Business Segment,0,n,
Purchase,50,PUR_Contracts,0,,,,"Summary information of purchase contracts placed during the period under review is contained in Table 104. In situations where companies only require purchase orders, the purchase contract(s) may not always be available. The file will record for each contract.",,,,,ABIE,ADC_ Purchase Contract. Details,ADC,Purchase Contract,,,,,,,,,
Purchase,50,PUR_Contracts,1,Purchase_Contract_ID,String,%60s,The unique identifier for the purchase contract. Typically auto-generated by the system.,1,PK,,,IDBIE,ADC_ Purchase Contract. ID,ADC,Purchase Contract,,Identification,,Identifier,,,1,1,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
Purchase,50,PUR_Contracts,2,Purchase_Contract_Number,String,%80s,The number of the purchase contract. The number is generated by manual input or is system generated.,1,,,,BBIE,ADC_ Purchase Contract. Purchase Contract Number. Code,ADC,Purchase Contract,,Purchase Contract Number,,Code,,,0,1,
Purchase,50,PUR_Contracts,3,Contract_Type_Name,String,%80s,"The name of the contract type in purchase activities. EXAMPLE Business agreement, quantity contract, value contract and price contract.",1,,,,BBIE,ADC_ Purchase Contract. Contract Type. Name,ADC,Purchase Contract,,Contract Type,,Name,,,0,1,
Purchase,50,PUR_Contracts,4,Contract_Beginning_Date,Date,%10c,The beginning date of the contract.,1,,,,BBIE,ADC_ Purchase Contract. Beginning. Date,ADC,Purchase Contract,,Beginning,,Date,,,0,1,
Purchase,50,PUR_Contracts,5,Contract_Ending_Date,Date,%10c,The ending date of the contract.,1,,,,BBIE,ADC_ Purchase Contract. Ending. Date,ADC,Purchase Contract,,Ending,,Date,,,1,1,
Purchase,50,PUR_Contracts,6,Supplier_Account_ID,String,%100s,The unique identifier for the supplier account in the purchase contract. Typically auto-generated by the system. Shall match the Supplier_Account_ID in the BAS_Supplier table.,1,REF,Supplier_Account_ID,BAS_Supplier,RFBIE,ADC_ Purchase Contract. Related. ADC_ Supplier,ADC,Purchase Contract,,Related,,,ADC,Supplier,0,1,gl-cor:identifierCode with gl-cor:identifierType = {vendor}
Purchase,50,PUR_Contracts,7,Purchase_Organization_Code,String,%25s,The unique code of the purchase organization which signed the contract. Shall match the Business_Segment_Code in the BAS_Business_Segment table.,1,REF,Business_Segment_Code,BAS_Business_Segment,RFBIE,ADC_ Purchase Contract. Purchase Organization. ADC_ Business Segment,ADC,Purchase Contract,,Purchase Organization,,,ADC,Business Segment,0,1,gl-bus:organizationIdentifier
Purchase,50,PUR_Contracts,8,Purchaser_ID,String,%60s,The code of the person who is responsible for purchase contracts. Shall match the Employee_ID in the BAS_Employee table.,1,REF,Employee_ID,BAS_Employee,RFBIE,ADC_ Purchase Contract. Purchaser. ADC_ Employee,ADC,Purchase Contract,,Purchaser,,,ADC,Employee,0,1,
Purchase,50,PUR_Contracts,9,Settlement_Method_Code,String,%60s,"The code value or indicator of the method by which the transaction debit or credit amount was settled or apportioned by the customer or the supplier; for example, check, wire transfer and cash. Shall match the Settlement_Method_Code in the BAS_Settlement_Method table.",2,REF,Settlement_Method_Code,BAS_Settlement_Method,RFBIE,ADC_ Purchase Contract. Settlement Method. ADC_ Settlement Method,ADC,Purchase Contract,,Settlement Method,,,ADC,Settlement Method,0,1,
Purchase,50,PUR_Contracts,10,Payment_Term_Code,String,%80s,"The code of the payment term; for example, cash on delivery, payment 30 days after delivery date. Shall match the Payment_Term_Code in the BAS_Payment_Term table.",2,REF,Payment_Term_Code,BAS_Payment_Term,RFBIE,ADC_ Purchase Contract. Payment Term. ADC_ Payment Term,ADC,Purchase Contract,,Payment Term,,,ADC,Payment Term,0,1,
Purchase,50,PUR_Contracts,13,Status,String,%30s,"The status of the purchase contract recorded at the moment. Different ERP vendors have different content for this information output. EXAMPLE New, save, submit, approved and frozen.",1,,,,BBIE,ADC_ Purchase Contract. Status,ADC,Purchase Contract,,Status,,Text,,,0,1,
Purchase,50,PUR_Contracts,14,Remark,String,%500s,Freeform text description.,1,,,,BBIE,ADC_ Purchase Contract. Remark,ADC,Purchase Contract,,Remark,,Text,,,0,1,gl-cor:entryComment
Purchase,50,PUR_Contracts,15,,,,,1,,,,ASBIE,ADC_ Purchase Contract. Recorded. ADC_ User Activity,ADC,Purchase Contract,,Recorded,,,ADC,User Activity,0,n,
Purchase,50,PUR_Contracts,17,,,,,1,,,,ASBIE,ADC_ Purchase Contract. X. ADC_ Business Segment,ADC,Purchase Contract,,X,,,ADC,Business Segment,0,n,
Purchase,50,PUR_Contracts,18,,,,,,,,,ASBIE,ADC_ Purchase Contract. Lines. ADC_ Purchase Contract Line,ADC,Purchase Contract,,Lines,,,ADC,Purchase Contract Line,1,n,
Purchase,51,PUR_Contracts_Details,0,,,,"Line item details for the purchase contracts are contained in Table 106. Each line includes material, quantity, supplier, price per unit and trading amount. The file will record for each contract line item.",,,,,ABIE,ADC_ Purchase Contract Line. Details,ADC,Purchase Contract Line,,,,,,,,,
Purchase,51,PUR_Contracts_Details,2,Purchase_Contract_Line_ID,String,%60s,"The unique identifier for a purchase contract line. Typically auto-generated by the system. One purchase contract may contain more than one material and each material may be described by a line of the contract; for example, including contract ID, date and serial number.",1,PK,,,IDBIE,ADC_ Purchase Contract Line. ID,ADC,Purchase Contract Line,,Identification,,Identifier,,,1,1,"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
Purchase,51,PUR_Contracts_Details,3,Purchase_Contract_Line_Number,String,%10s,The number of a purchase contract line. The number is generated by manual input or is system generated.,2,,,,BBIE,ADC_ Purchase Contract Line. Line_Number. Code,ADC,Purchase Contract Line,,Line_Number,,Code,,,0,1,"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
Purchase,51,PUR_Contracts_Details,4,Settlement_Organization_Code,String,%25s,"The unique code of the settlement organization (Organization of the payment, can be different from the receiving organization). May be the purchase organization or the receipt organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.",2,REF,Business_Segment_Code,BAS_Business_Segment,RFBIE,ADC_ Purchase Contract Line. Settlement Organization. ADC_ Business Segment,ADC,Purchase Contract Line,,Settlement Organization,,,ADC,Business Segment,0,1,gl-bus:organizationIdentifier
Purchase,51,PUR_Contracts_Details,5,Receipt_Organization_Code,String,%25s,"The unique code of the receiving materials organization (Receiving organization, can be different from the settlement organization). The organization receiving materials may be a warehouse or an administration organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.",1,REF,Business_Segment_Code,BAS_Business_Segment,RFBIE,ADC_ Purchase Contract Line. Receipt Organization. ADC_ Business Segment,ADC,Purchase Contract Line,,Receipt Organization,,,ADC,Business Segment,0,1,gl-bus:organizationIdentifier
Purchase,51,PUR_Contracts_Details,6,,String,%75s,The unique identifier for the product. Typically auto-generated by the system. Shall match the Inventory_Product_ID in the INV_Product table.,1,REF,Inventory_Product_ID,INV_Product,RFBIE,ADC_ Purchase Contract Line. Corresponding. ADC_ Product,ADC,Purchase Contract Line,,Corresponding,,,ADC,Product,0,1,gl-bus:measurableIDOther
Purchase,51,PUR_Contracts_Details,7,Contract_Quantity,Decimal,%22.4f,The quantity of the purchased materials in the contract.,1,,,,BBIE,ADC_ Purchase Contract Line. Purchase_ Quantity. ADC_ Measurement Quantity,ADC,Purchase Contract Line,Purchase,Quantity,,Quantity,ADC,Measurement Quantity,0,1,
Purchase,51,PUR_Contracts_Details,9,Tax_Exclude_Unit_Price,Decimal,%22.8f,The unit price (excluding tax) in transaction currency.,1,,,,BBIE,ADC_ Purchase Contract Line. Tax Exclude Unit Price. Amount,ADC,Purchase Contract Line,,Tax Exclude Unit Price,,Amount,,,0,1,
Purchase,51,PUR_Contracts_Details,10,Tax_Include_Unit_Price,Decimal,%22.8f,The unit price (including tax) in transaction currency.,1,,,,BBIE,ADC_ Purchase Contract Line. Tax Include Unit Price. Amount,ADC,Purchase Contract Line,,Tax Include Unit Price,,Amount,,,0,1,
Purchase,51,PUR_Contracts_Details,11,Tax_Exclude_Amount,Decimal,%22.4f,The amount (excluding tax) in transaction currency.,1,,,,BBIE,ADC_ Purchase Contract Line. Tax Exclude. Amount,ADC,Purchase Contract Line,,Tax Exclude,,Amount,,,0,1,
Purchase,51,PUR_Contracts_Details,12,Tax_Include_Amount,Decimal,%22.4f,The amount (including tax) in transaction currency.,1,,,,BBIE,ADC_ Purchase Contract Line. Tax Include. Amount,ADC,Purchase Contract Line,,Tax Include,,Amount,,,0,1,
Purchase,51,PUR_Contracts_Details,13,Due_Date,Date,%10c,The last requested delivery of the purchased materials in the purchasing contract. Completion of the delivery shall not be later than that date.,1,,,,BBIE,ADC_ Purchase Contract Line. Due. Date,ADC,Purchase Contract Line,,Due,,Date,,,0,1,
Purchase,51,PUR_Contracts_Details,15,,,,,2,,,,ASBIE,ADC_ Purchase Contract Line. Charged. ADC_ Transaction Tax,ADC,Purchase Contract Line,,Charged,,,ADC,Transaction Tax,0,n,
Purchase,51,PUR_Contracts_Details,22,Status,String,%30s,"The status of a contract line. Describes changes in the execution of the contract line item. Different states will affect the execution and control of the business. EXAMPLE Termination, frozen and closed.",2,,,,BBIE,ADC_ Purchase Contract Line. Status,ADC,Purchase Contract Line,,Status,,Text,,,0,1,
Purchase,51,PUR_Contracts_Details,23,,,,,1,,,,ASBIE,ADC_ Purchase Contract Line. X. ADC_ Business Segment,ADC,Purchase Contract Line,,X,,,ADC,Business Segment,0,n,
Purchase,52,PUR_Orders,0,,,,"Summary information of purchase orders placed during the period under review is contained in Table 108. Purchase orders are included in the three-way match procedures, which control the decision process for AP entries. The file will record for each purchase order.",,,,,ABIE,ADC_ Purchase Order. Details,ADC,Purchase Order,,,,,,,,,
Purchase,52,PUR_Orders,1,Purchase_Order_ID,String,%100s,The unique identifier for the purchase order. Typically auto-generated by the system.,1,,,,IDBIE,ADC_ Purchase Order. ID,ADC,Purchase Order,,Identification,,Identifier,,,1,1,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
Purchase,52,PUR_Orders,2,Purchase_Order_Number,String,%100s,The number of the purchase order. The number is generated by manual input or a system generated.,1,,,,BBIE,ADC_ Purchase Order. Purchase Order Number. Code,ADC,Purchase Order,,Purchase Order Number,,Code,,,0,1,
Purchase,52,PUR_Orders,3,Fiscal_Year,String,%4c,"Accounting period in which the Purchase_Order_Date occurs. The year shall be shown in four digits as ""YYYY"", which is part of the extended format and the ""YYYY-MM-DD"" in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",1,REF,Fiscal_Year,BAS_Accounting_Period,RFBIE,ADC_ Purchase Order. Fiscal Year. ADC_ Accounting Period,ADC,Purchase Order,,Fiscal Year,,,ADC,Accounting Period,0,1,gl-bus:fiscalYearEnd
Purchase,52,PUR_Orders,4,Accounting_Period,String,%15s,"Accounting period in which the Purchase_Order_Date occurs. EXAMPLE W1_W53 for weekly periods, M1_M12 for monthly periods, Q1_Q4 for quarterly periods, and from any beginning date to any ending date. Shall match the Accounting_Period in the BAS_Accounting_Period table.",1,REF,Accounting_Period,BAS_Accounting_Period,RFBIE,ADC_ Purchase Order. Accounting Period. ADC_ Accounting Period,ADC,Purchase Order,,Accounting Period,,,ADC,Accounting Period,0,1,gl-bus:postingCode
Purchase,52,PUR_Orders,5,Purchase_Order_Type_Name,String,%80s,"The name of the order type in purchase activities. EXAMPLE Ordinary purchasing, outsourcing parts and process outsourcing.",1,,,,BBIE,ADC_ Purchase Order. Purchase Order Type Name,ADC,Purchase Order,,Purchase Order Type Name,,Name,,,0,1,
Purchase,52,PUR_Orders,6,Purchase_Order_Date,Date,%10c,The date of the purchase order regardless of the date the order is created.,1,,,,BBIE,ADC_ Purchase Order. Order. Date,ADC,Purchase Order,,Order,,Date,,,0,1,
Purchase,52,PUR_Orders,7,Purchase_Organization_Code,String,%25s,The unique code of the purchase organization which signed the order. Shall match the Business_Segment_Code in the BAS_Business_Segment table.,1,,,,RFBIE,ADC_ Purchase Order. Purchase_ Organization. Code. ADC_ Business Segment,ADC,Purchase Order,Purchase,Organization,,Code,ADC,Business Segment,0,1,gl-bus:organizationIdentifier
Purchase,52,PUR_Orders,8,Purchaser_ID,String,%60s,The code of the person who was responsible for purchase orders. Shall match the Employee_ID in the BAS_Employee table.,2,,,,RFBIE,ADC_ Purchase Order. Purchaser. ADC_ Employee,ADC,Purchase Order,,Purchaser,,,ADC,Employee,0,1,
Purchase,52,PUR_Orders,9,Supplier_Account_ID,String,%100s,The unique identifier for the supplier account in the purchase order. Typically auto-generated by the system. Shall match the Supplier_Account_ID in the BAS_Supplier table.,1,,,,RFBIE,ADC_ Purchase Order. Related. ADC_ Supplier,ADC,Purchase Order,,Related,,,ADC,Supplier,0,1,"gl-cor:identifierCode with gl-cor:identifierType = ""vendor"""
Purchase,52,PUR_Orders,10,Settlement_Method_Code,String,%60s,"The code value or indicator of the method by which the transaction debit or credit amount was settled or apportioned by the customer or the supplier; for example, check, wire transfer and cash. Shall match the Settlement_Method_Code in the BAS_Settlement_Method table.",1,,,,BBIE,ADC_ Purchase Order. Settlement Method. Code,ADC,Purchase Order,,Settlement Method,,Code,,,0,1,
Purchase,52,PUR_Orders,11,Payment_Term_Code,String,%80s,"The code of the payment term; for example, cash on delivery, payment 30 days after delivery date. Shall match the Payment_Term_Code in the BAS_Payment_Term table.",1,,,,RFBIE,ADC_ Purchase Order. Payment Term. ADC_ Payment Term,ADC,Purchase Order,,Payment Term,,,ADC,Payment Term,0,1,
Purchase,52,PUR_Orders,12,Order_Transaction_Amount,Decimal,%22.4f,The transaction monetary amount in transaction currency.,1,,,,BBIE,ADC_ Purchase Order. Order. ADC_ Transaction Currency Amount,ADC,Purchase Order,,Order,Transaction,Amount,ADC,Transaction Currency Amount,0,1,
Purchase,52,PUR_Orders,14,,,,,1,,,,ASBIE,ADC_ Purchase Order. Recorded. ADC_ User Activity,ADC,Purchase Order,,Recorded,,,ADC,User Activity,0,n,
Purchase,52,PUR_Orders,23,Status,String,%30s,"The status of the purchase order. EXAMPLE New, save, submit, approved and frozen.",2,,,,BBIE,ADC_ Purchase Order. Status,ADC,Purchase Order,,Status,,Text,,,0,1,
Purchase,52,PUR_Orders,24,Remark,String,%500s,Freeform text description.,1,,,,BBIE,ADC_ Purchase Order. Remark,ADC,Purchase Order,,Remark,,Text,,,0,1,gl-cor:entryComment
Purchase,52,PUR_Orders,25,,,,,1,,,,ASBIE,ADC_ Purchase Order. X. ADC_ Business Segment,ADC,Purchase Order,,X,,,ADC,Business Segment,0,n,
Purchase,52,PUR_Orders,26,,,,,,,,,ASBIE,ADC_ Purchase Order. Lines. ADC_ Purchase Order Line,ADC,Purchase Order,,Lines,,,ADC,Purchase Order Line,1,n,
Purchase,53,PUR_Orders_Details,0,,,,"Line item details for purchase orders are contained in Table 110. Each line includes material, quantity, due date, price per unit, trading amount, recipient, and settlement organization. The file will record for each purchase order line item. Multiple types of materials may be presented in one purchase order. Additionally, different settlement organizations may be assigned by each order line.",,,,,ABIE,ADC_ Purchase Order Line. Details,ADC,Purchase Order Line,,,,,,,,,
Purchase,53,PUR_Orders_Details,2,Purchase_Order_Line_ID,String,%60s,The unique identifier for a purchase order line. Typically auto-generated by the system. One purchase order may contain more than one material and each material may be described by a line of the order.,1,PK,,,IDBIE,ADC_ Purchase Order Line. ID,ADC,Purchase Order Line,,Identification,,Identifier,,,1,1,"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
Purchase,53,PUR_Orders_Details,3,Purchase_Order_Line_Number,String,%10s,The number of a purchase order line. This number is generated either by manual input or by the system.,2,,,,BBIE,ADC_ Purchase Order Line. Line_Number. Code,ADC,Purchase Order Line,,Line_Number,,Code,,,0,1,"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
Purchase,53,PUR_Orders_Details,4,Purchase_Contract_ID,String,%60s,The unique identifier for the purchase contract. Typically autogenerated by the system. May be set to NULL if no transaction related purchase contract. Otherwise shall match the Purchase_Contract_ID in the PUR_Contract table.,1,REF,Purchase_Contract_ID,PUR_Contracts,RFBIE,ADC_ Purchase Order Line. Originating. ADC_ Purchase Contract,ADC,Purchase Order Line,,Originating,,,ADC,Purchase Contract,0,1,"gl-cor:documentReference  / Rather than use a data field, use XML's ID and IDREF to create the physical link from detail to summary structure."
Purchase,53,PUR_Orders_Details,5,Purchase_Contract_Line_ID,String,%60s,The unique identifier for a purchase contract line. One purchase contract may contain more than one material and each material may be described by a line of the contract. Typically auto-generated by the system. May be set to NULL if no transaction related purchase contract. Otherwise shall match the Purchase_Contract_Line_ID in the PUR_Contracts_Details table.,1,REF,Purchase_Contract_Line_ID,PUR_Contracts_Details,RFBIE,ADC_ Purchase Order Line. Corresponding. ADC_ Purchase Contract Line,ADC,Purchase Order Line,,Corresponding,,,ADC,Purchase Contract Line,0,1,"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
Purchase,53,PUR_Orders_Details,6,Requisition_ID,String,%60s,The unique identifier for the material purchase requisition. Typically auto-generated by the system. May be set to NULL if no transaction related purchase requisitions. Otherwise shall match the Requisition_ID in the PUR_Requisitions table.,2,REF,Requisition_ID,PUR_Requisitions,RFBIE,ADC_ Purchase Order Line. Corresponding. ADC_ Purchase Requisition,ADC,Purchase Order Line,,Corresponding,,,ADC,Purchase Requisition,0,1,"gl-cor:documentReference  / Rather than use a data field, use XML's ID and IDREF to create the physical link from detail to summary structure."
Purchase,53,PUR_Orders_Details,7,Requisition_Line_ID,String,%60s,The unique identifier for a material purchase requisition line. A requisition form may apply for purchasing one or more materials. Each material requisitioned should be described in a separate row. Typically auto-generated by the system. May be set to NULL if no transaction related purchase requisitions. Otherwise shall match the Requisition_Line_ID in the PUR_Requisitions_Details table.,2,REF,Requisition_Line_ID,PUR_Requisitions_Details,RFBIE,ADC_ Purchase Order Line. Corresponding. ADC_ Purchase Requisition Line,ADC,Purchase Order Line,,Corresponding,,,ADC,Purchase Requisition Line,0,1,"gl-cor:lineNumber / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
Purchase,53,PUR_Orders_Details,8,Settlement_Organization_Code,String,%25s,"The unique code of the settlement organization (Organization of the payment, can be different from the receiving organization). May be the purchase organization or the receipt organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.",2,REF,Business_Segment_Code,BAS_Business_Segment,RFBIE,ADC_ Purchase Order Line. Settlement Organization. ADC_ Business Segment,ADC,Purchase Order Line,,Settlement Organization,,,ADC,Business Segment,0,1,gl-bus:organizationIdentifier
Purchase,53,PUR_Orders_Details,9,Receipt_Organization_Code,String,%25s,"The unique code of the receiving materials organization (Receiving organization, can be different from the settlement organization). The organization receiving materials may be a warehouse or an administration organization. Shall match the Business_Segment_Code in the BAS_Business_Segment table.",1,REF,Business_Segment_Code,BAS_Business_Segment,RFBIE,ADC_ Purchase Order Line. Receipt Organization. ADC_ Business Segment,ADC,Purchase Order Line,,Receipt Organization,,,ADC,Business Segment,0,1,gl-bus:organizationIdentifier
Purchase,53,PUR_Orders_Details,10,Project_ID,String,%60s,The unique identifier for the project. Typically auto-generated by the system. Shall match the Project_ID in the BAS_Project table.,2,REF,Project_ID,BAS_Project,RFBIE,ADC_ Purchase Order Line. Originating. ADC_ Project,ADC,Purchase Order Line,,Originating,,,ADC,Project,0,1,
Purchase,53,PUR_Orders_Details,11,Due_Date,Date,%10c,The last requested delivery of the purchased materials in the purchasing order. Completion of the delivery shall not be later than that date.,1,,,,BBIE,ADC_ Purchase Order Line. Due. Date,ADC,Purchase Order Line,,Due,,Date,,,0,1,
Purchase,53,PUR_Orders_Details,12,Basic_UOM_Quantity,Decimal,%22.4f,The quantity of the materials in purchase order by the basic measurement unit.,1,,,,BBIE,ADC_ Purchase Order Line. Basic_ Quantity. ADC_ Measurement Quantity,ADC,Purchase Order Line,Basic,Quantity,,Quantity,ADC,Measurement Quantity,0,1,
Purchase,53,PUR_Orders_Details,14,Purchase_Order_Line_Quantity,Decimal,%22.4f,The quantity of the materials in the purchase order line by the purchase measurement unit.,1,,,,BBIE,ADC_ Purchase Order Line. Quantity. ADC_ Measurement Quantity,ADC,Purchase Order Line,,Quantity,,Quantity,ADC,Measurement Quantity,0,1,
Purchase,53,PUR_Orders_Details,16,Tax_Exclude_Unit_Price,Decimal,%22.8f,The unit price (excluding tax).,1,,,,BBIE,ADC_ Purchase Order Line. Tax Exclude Unit Price. Amount,ADC,Purchase Order Line,,Tax Exclude Unit Price,,Amount,,,0,1,
Purchase,53,PUR_Orders_Details,17,Tax_Include_Unit_Price,Decimal,%22.8f,The unit price (including tax).,1,,,,BBIE,ADC_ Purchase Order Line. Tax Include Unit Price. Amount,ADC,Purchase Order Line,,Tax Include Unit Price,,Amount,,,0,1,
Purchase,53,PUR_Orders_Details,18,Tax_Exclude_Amount,Decimal,%22.4f,The amount (excluding tax).,1,,,,BBIE,ADC_ Purchase Order Line. Tax Exclude. Amount,ADC,Purchase Order Line,,Tax Exclude,,Amount,,,0,1,
Purchase,53,PUR_Orders_Details,19,Tax_Include_Amount,Decimal,%22.4f,The amount (including tax).,1,,,,BBIE,ADC_ Purchase Order Line. Tax Include. Amount,ADC,Purchase Order Line,,Tax Include,,Amount,,,0,1,
Purchase,53,PUR_Orders_Details,20,Order_Line_Transaction_Amount,Decimal,%22.4f,The transaction currency amount of a purchase order line.,1,,,,BBIE,ADC_ Purchase Order Line. Amount. ADC_ Transaction Currency Amount,ADC,Purchase Order Line,,Amount,Transaction,Amount,ADC,Transaction Currency Amount,0,1,
Purchase,53,PUR_Orders_Details,22,,,,,2,,,,ASBIE,ADC_ Purchase Order Line. Charged. ADC_ Transaction Tax,ADC,Purchase Order Line,,Charged,,,ADC,Transaction Tax,0,n,
Purchase,53,PUR_Orders_Details,29,,String,%75s,The unique identifier for the product. Typically auto-generated by the system. Shall match the Inventory_Product_ID in the INV_Product table.,1,REF,Inventory_Product_ID,INV_Product,RFBIE,ADC_ Purchase Order Line. Corresponding. ADC_ Product,ADC,Purchase Order Line,,Corresponding,,,ADC,Product,0,1,gl-bus:measurableIDOther
Purchase,53,PUR_Orders_Details,30,Status,String,%30s,"The status of a purchase order line. Describe changes in the execution of the order line item. Different status will affect the execution and control of the business. EXAMPLE Termination, frozen and closed.",2,,,,BBIE,ADC_ Purchase Order Line. Status,ADC,Purchase Order Line,,Status,,Text,,,0,1,
Purchase,53,PUR_Orders_Details,31,,,,,1,,,,ASBIE,ADC_ Purchase Order Line. X. ADC_ Business Segment,ADC,Purchase Order Line,,X,,,ADC,Business Segment,0,n,
Purchase,54,PUR_Invoices_Received,0,,,,"Summary information for the invoices received during the period under review is contained in Table 112. Invoices are included in the three-way match procedures, which control the decision process for AP entries. Each line includes invoice ID, invoice number, invoice date, supplier, invoice amount, currency type, tax type, tax amount, settle method and payment terms. The file will record for each invoice item.",,,,,ABIE,ADC_ Invoice Received. Details,ADC,Invoice Received,,,,,,,,,
Purchase,54,PUR_Invoices_Received,1,Invoice_ID,String,%60s,The unique identifier for the received invoices. Typically autogenerated by the system. The same ID shall be used for all tables with invoice data.,1,PK,,,IDBIE,ADC_ Invoice Received. ID,ADC,Invoice Received,,Identification,,Identifier,,,1,1,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
Purchase,54,PUR_Invoices_Received,2,Invoice_Number,String,%100s,"The number of the received invoice. The number is usually generated by manual input or system generated; for example, including serial number, document type, and date.",1,,,,BBIE,ADC_ Invoice Received. Invoice Number. Code,ADC,Invoice Received,,Invoice Number,,Code,,,0,1,
Purchase,54,PUR_Invoices_Received,3,Fiscal_Year,String,%4c,"Accounting period in which the Invoice_Date occurs. The year shall be shown in four digits as ""YYYY"", which is part of the extended format and the ""YYYY-MM-DD"" in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",1,REF,Fiscal_Year,BAS_Accounting_Period,RFBIE,ADC_ Invoice Received. Fiscal Year. ADC_ Accounting Period,ADC,Invoice Received,,Fiscal Year,,,ADC,Accounting Period,0,1,gl-bus:fiscalYearEnd
Purchase,54,PUR_Invoices_Received,4,Accounting_Period,String,%15s,"Accounting period in which the Invoice_Date occurs. EXAMPLE W1_W53 for weekly periods, M1_M12 for monthly periods, Q1_Q4 for quarterly periods, and from any beginning date to any ending date. Shall match the Accounting_Period in the BAS_Accounting_Period table.",1,REF,Accounting_Period,BAS_Accounting_Period,RFBIE,ADC_ Invoice Received. Accounting Period. ADC_ Accounting Period,ADC,Invoice Received,,Accounting Period,,,ADC,Accounting Period,0,1,gl-bus:postingCode
Purchase,54,PUR_Invoices_Received,5,Official_Invoice_Code,String,%25s,"The unique official code of the invoice, which is usually generated by the tax authorities.",2,,,,BBIE,ADC_ Invoice Received. Official_ Invoice. Code,ADC,Invoice Received,Official,Invoice,,Code,,,0,1,
