id,bie,level,card,classTerm,propertyTerm,representation,associatedClass
BS22-06,RFBIE,2,0..1,Tax Regulatory,Regulator Payable Account Number,,Chart Of Accounts
BS22-07,RFBIE,2,0..1,Tax Regulatory,Regulator Accrual Account Number,,Chart Of Accounts
BS22-08,RFBIE,2,0..1,Tax Regulatory,Regulator Expense Account Number,,Chart Of Accounts
BS22-09,BBIE,2,0..1,Tax Regulatory,Regulator ID,Identifier,
BS22-10,RFBIE,2,0..1,Tax Regulatory,Regulator Reporting Organization,,Business Segment
BS22-11,BBIE,2,0..1,Tax Regulatory,Regulator Active Flag,Indicator,
BS22-12,ASBIE,2,0..*,Tax Regulatory,has a,,Business Segment
BS22_BS04-00,ABIE,2,__,Business Segment,,,
BS22_BS04-01,PKBIE,3,1..1,Business Segment,Business Segment Code,Identifier,
BS22_BS04-02,BBIE,3,0..1,Business Segment,Business Segment Name,Name,
BS22_BS04-03,BBIE,3,0..1,Business Segment,Segment Reference Level,Reference Level,
BS22_BS04-04,BBIE,3,0..1,Business Segment,Organization Type Name,Name,
BS23-00,ABIE,1,__,Tax Type,,,
BS23-01,PKBIE,2,1..1,Tax Type,Tax Type Code,Tax Type_  Code,
BS23-02,BBIE,2,0..1,Tax Type,Tax Name,Text,
BS23-03,RFBIE,2,0..1,Tax Type,Regulator Code,,Tax Regulatory
BS23-04,BBIE,2,0..1,Tax Type,Tax Type Description,Text,
BS23-05,BBIE,2,0..1,Tax Type,Tax Code Description,Text,
BS23-06,BBIE,2,0..1,Tax Type,Tax Percentage,Percentage11-,
BS23-07,ASBIE,2,0..*,Tax Type,has a,,Business Segment
BS23_BS04-00,ABIE,2,__,Business Segment,,,
BS23_BS04-01,PKBIE,3,1..1,Business Segment,Business Segment Code,Identifier,
BS23_BS04-02,BBIE,3,0..1,Business Segment,Business Segment Name,Name,
BS23_BS04-03,BBIE,3,0..1,Business Segment,Segment Reference Level,Reference Level,
BS23_BS04-04,BBIE,3,0..1,Business Segment,Organization Type Name,Name,
CC02-00,ACC,1,__,Activity,,,
CC02-01,RFCC,2,0..1,Activity,User ID,,User
CC02-02,BCC,2,0..1,Activity,Date,Date,
CC02-03,BCC,2,0..1,Activity,Time,Time,
CC03-00,ACC,1,__,Address,,,
CC03-01,BCC,2,0..1,Address,Street Address1,Text,
CC03-02,BCC,2,0..1,Address,Street Address2,Text,
CC03-03,BCC,2,0..1,Address,City Name,City Name,
CC03-04,BCC,2,0..1,Address,State Province Code,State Province_  Code,
CC03-05,BCC,2,0..1,Address,Postal Code,Postal_  Code,
CC03-06,BCC,2,0..1,Address,Country Code,Country_  Code,
CC06-00,SPCC,1,__,Approved,is a,,Activity
CC06_CC02-00,ACC,2,__,Activity,,,
CC06_CC02-01,RFCC,3,0..1,Activity,User ID,,User
CC06_CC02-02,BCC,3,0..1,Activity,Date,Date,
CC06_CC02-03,BCC,3,0..1,Activity,Time,Time,
CC08-00,ACC,1,__,Balance Monetary Amounts,,,
CC08-01,BCC,2,0..1,Balance Monetary Amounts,Functional Balance,Amount,
CC08-02,BCC,2,0..1,Balance Monetary Amounts,Transaction Balance,Amount,
CC08-03,BCC,2,0..1,Balance Monetary Amounts,Reporting Balance,Amount,
CC08-04,BCC,2,0..1,Balance Monetary Amounts,Local Balance,Amount,
CC12-00,ACC,1,__,Contact,,,
CC12-01,BCC,2,0..1,Contact,Name,Name,
CC12-02,BCC,2,0..1,Contact,Phone,Phone Number,
CC12-03,BCC,2,0..1,Contact,Email,Email,
CC13-00,ACC,1,__,Contract,,,
CC13-01,PKCC,2,1..1,Contract,Contract ID,Identifier,
CC13-02,BCC,2,0..1,Contract,Contract Number,Text,
CC13-03,BCC,2,0..1,Contract,Contract Type Name,Text,
CC13-04,BCC,2,0..1,Contract,Contract Beginning Date,Date,
CC13-05,BCC,2,0..1,Contract,Contract Ending Date,Date,
CC13-06,RFCC,2,0..1,Contract,Customer Account ID,,Customer
CC13-07,RFCC,2,0..1,Contract,Supplier Account ID,,Supplier
CC13-08,RFCC,2,0..1,Contract,Sales Organization Code,,Business Segment
CC13-09,RFCC,2,0..1,Contract,Purchase Organization Code,,Business Segment
CC13-10,RFCC,2,0..1,Contract,Salesperson ID,,Employee
CC13-11,RFCC,2,0..1,Contract,Purchaser ID,,Employee
CC13-12,RFCC,2,0..1,Contract,Settlement Method Code,,Settlement Method
CC13-13,RFCC,2,0..1,Contract,Payment Term Code,,Payment Term
CC13-14,RFCC,2,0..1,Contract,Contract Transaction Currency Code,,Currency
CC13-15,BCC,2,0..1,Contract,Status,Status_  Code,
CC13-16,BCC,2,0..1,Contract,Remark,Text,
CC13-17,ASCC,2,1..*,Contract,has a,,Contract Details
CC13_CC14-00,ACC,2,__,Contract Details,,,
CC13_CC14-01,RFCC,3,0..1,Contract Details,Contract ID,,Contract
CC13_CC14-02,PKCC,3,1..1,Contract Details,Contract Line ID,Identifier,
CC13_CC14-03,BCC,3,0..1,Contract Details,Contract Line Number,Text,
CC13_CC14-04,RFCC,3,0..1,Contract Details,Settlement Organization Code,,Business Segment
CC13_CC14-05,RFCC,3,0..1,Contract Details,Dispatch Organization Code,,Business Segment
CC13_CC14-06,RFCC,3,0..1,Contract Details,Receipt Organization Code,,Business Segment
CC13_CC14-07,RFCC,3,0..1,Contract Details,Product ID,,Inventory Product
CC13_CC14-08,BCC,3,0..1,Contract Details,Contract Quantity,Quantity,
CC13_CC14-09,RFCC,3,0..1,Contract Details,Unit of Measurement Code,,Measurement Unit
CC13_CC14-10,BCC,3,0..1,Contract Details,Tax Exclude Unit Price,Price,
CC13_CC14-11,BCC,3,0..1,Contract Details,Tax Include Unit Price,Price,
CC13_CC14-12,BCC,3,0..1,Contract Details,Tax Exclude Amount,Amount,
CC13_CC14-13,BCC,3,0..1,Contract Details,Tax Include Amount,Amount,
CC13_CC14-14,BCC,3,0..1,Contract Details,Due Date,Date,
CC13_CC14-15,BCC,3,0..1,Contract Details,Status,Status_  Code,
CC13_CC14-16,ASCC,3,1..*,Contract Details,has a,,Tax
CC13_CC14_CC30-00,ACC,3,__,Tax,,,
CC13_CC14_CC30-01,RFCC,4,0..1,Tax,Tax Type Code,,Tax Type
CC13_CC14_CC30-02,BCC,4,0..1,Tax,Tax Local Amount,Amount,
CC13_CC14_CC30-03,BCC,4,0..1,Tax,Tax Transaction Amount,Amount,
CC13_CC14_CC30-04,RFCC,4,0..1,Tax,GL Tax Debit Account Number,,Chart Of Accounts
CC13_CC14_CC30-05,RFCC,4,0..1,Tax,GL Tax Credit Account Number,,Chart Of Accounts
CC15-00,SPCC,1,__,Created,is a,,Activity
CC15_CC02-00,ACC,2,__,Activity,,,
CC15_CC02-01,RFCC,3,0..1,Activity,User ID,,User
CC15_CC02-02,BCC,3,0..1,Activity,Date,Date,
CC15_CC02-03,BCC,3,0..1,Activity,Time,Time,
CC20-00,ACC,1,__,Invoice,,,
CC20-01,PKCC,2,1..1,Invoice,Invoice ID,Identifier,
CC20-02,BCC,2,0..1,Invoice,Invoice Number,Text,
CC20-03,RFCC,2,0..1,Invoice,Fiscal Year,,Accounting Period
CC20-04,RFCC,2,0..1,Invoice,Accounting Period,,Accounting Period
CC20-05,BCC,2,0..1,Invoice,Official Invoice Code,Text,
CC20-06,BCC,2,0..1,Invoice,Invoice Type Name,Text,
CC20-07,BCC,2,0..1,Invoice,Invoice Date,Date,
CC20-08,BCC,2,0..1,Invoice,Invoice Due Date,Date,
CC20-09,RFCC,2,0..1,Invoice,Customer Account ID,,Customer
CC20-10,RFCC,2,0..1,Invoice,Supplier Account ID,,Supplier
CC20-11,RFCC,2,0..1,Invoice,Settlement Organization Code,,Business Segment
CC20-12,BCC,2,0..1,Invoice,Settlement Method Code,Identifier,
CC20-13,BCC,2,0..1,Invoice,Invoice Transaction Amount,Amount,
CC20-14,RFCC,2,0..1,Invoice,Invoice Transaction Currency Code,,Currency
CC20-15,RFCC,2,0..1,Invoice,Payment Term Code,,Payment Term
CC20-16,BCC,2,0..1,Invoice,Terms Discount Percentage,Percentage,
CC20-17,BCC,2,0..1,Invoice,Terms Discount Days,Number,
CC20-18,BCC,2,0..1,Invoice,Terms Due Days,Number,
CC20-19,BCC,2,0..1,Invoice,Grouping Code,Text,
CC20-20,BCC,2,0..1,Invoice,Status,Status_  Code,
CC20-21,BCC,2,0..1,Invoice,Remark,Text,
CC20-22,ASCC,2,0..*,Invoice,has a,,Tax
CC20_CC30-00,ACC,2,__,Tax,,,
CC20_CC30-01,RFCC,3,0..1,Tax,Tax Type Code,,Tax Type
CC20_CC30-02,BCC,3,0..1,Tax,Tax Local Amount,Amount,
CC20_CC30-03,BCC,3,0..1,Tax,Tax Transaction Amount,Amount,
CC20_CC30-04,RFCC,3,0..1,Tax,GL Tax Debit Account Number,,Chart Of Accounts
CC20_CC30-05,RFCC,3,0..1,Tax,GL Tax Credit Account Number,,Chart Of Accounts
CC20-23,ASCC,2,1..*,Invoice,has a,,Invoice Details
CC20_CC21-00,ACC,2,__,Invoice Details,,,
CC20_CC21-01,RFCC,3,0..1,Invoice Details,Invoice ID,,Invoice
CC20_CC21-02,PKCC,3,1..1,Invoice Details,Invoice Line ID,Identifier,
CC20_CC21-03,BCC,3,0..1,Invoice Details,Invoice Line Number,Text,
CC20_CC21-04,RFCC,3,0..1,Invoice Details,Order ID,,Order
CC20_CC21-05,RFCC,3,0..1,Invoice Details,Order Line ID,,Order Details
CC20_CC21-06,RFCC,3,0..1,Invoice Details,Product ID,,Inventory Product
CC20_CC21-07,BCC,3,0..1,Invoice Details,Basic Unit of Measurement Quantity,Quantity,
CC20_CC21-08,RFCC,3,0..1,Invoice Details,Basic Unit of Measurement Code,,Measurement Unit
CC20_CC21-09,BCC,3,0..1,Invoice Details,Invoice Quantity,Quantity,
CC20_CC21-10,RFCC,3,0..1,Invoice Details,Unit of Measurement Code,,Measurement Unit
CC20_CC21-11,BCC,3,0..1,Invoice Details,Tax Exclude Unit Price,Price,
CC20_CC21-12,BCC,3,0..1,Invoice Details,Tax Include Unit Price,Price,
CC20_CC21-13,BCC,3,0..1,Invoice Details,Tax Exclude Amount,Amount,
CC20_CC21-14,BCC,3,0..1,Invoice Details,Tax Include Amount,Amount,
CC20_CC21-15,BCC,3,0..1,Invoice Details,Invoice Line Transaction Amount,Amount,
CC20_CC21-16,BCC,3,0..1,Invoice Details,Grouping Code,Text,
CC20_CC21-17,BCC,3,0..1,Invoice Details,GL Line Debit Account Number,Gl Account Number,
CC20_CC21-18,BCC,3,0..1,Invoice Details,GL Line Credit Account Number,Gl Account Number,
CC20_CC21-19,ASCC,3,0..*,Invoice Details,has a,,Tax
CC20_CC21_CC30-00,ACC,3,__,Tax,,,
CC20_CC21_CC30-01,RFCC,4,0..1,Tax,Tax Type Code,,Tax Type
CC20_CC21_CC30-02,BCC,4,0..1,Tax,Tax Local Amount,Amount,
CC20_CC21_CC30-03,BCC,4,0..1,Tax,Tax Transaction Amount,Amount,
CC20_CC21_CC30-04,RFCC,4,0..1,Tax,GL Tax Debit Account Number,,Chart Of Accounts
CC20_CC21_CC30-05,RFCC,4,0..1,Tax,GL Tax Credit Account Number,,Chart Of Accounts
CC22-00,SPCC,1,__,Last Modified,is a,,Activity
CC22_CC02-00,ACC,2,__,Activity,,,
CC22_CC02-01,RFCC,3,0..1,Activity,User ID,,User
CC22_CC02-02,BCC,3,0..1,Activity,Date,Date,
CC22_CC02-03,BCC,3,0..1,Activity,Time,Time,
CC23-00,ACC,1,__,Message,,,
CC24-00,ACC,1,__,Monetary Amounts,,,
CC24-01,BCC,2,0..1,Monetary Amounts,Functional Amount,Amount,
CC24-02,RFCC,2,0..1,Monetary Amounts,Functional Currency Code,,Currency
CC24-03,BCC,2,0..1,Monetary Amounts,Transaction Amount,Amount,
CC24-04,RFCC,2,0..1,Monetary Amounts,Transaction Currency Code,,Currency
CC24-05,BCC,2,0..1,Monetary Amounts,Reporting Amount,Amount,
CC24-06,RFCC,2,0..1,Monetary Amounts,Reporting Currency Code,,Currency
CC24-07,BCC,2,0..1,Monetary Amounts,Local Amount,Amount,
CC24-08,RFCC,2,0..1,Monetary Amounts,Local Currency Code,,Currency
CC25-00,ACC,1,__,Order,,,
CC25-01,PKCC,2,1..1,Order,Order ID,Identifier,
CC25-02,BCC,2,0..1,Order,Order Number,Identifier,
CC25-03,RFCC,2,0..1,Order,Fiscal Year,,Accounting Period
CC25-04,RFCC,2,0..1,Order,Accounting Period,,Accounting Period
CC25-05,BCC,2,0..1,Order,Order Type Name,Text,
CC25-06,BCC,2,0..1,Order,Order Date,Date,
CC25-07,RFCC,2,0..1,Order,Organization Code,,Business Segment
CC25-08,RFCC,2,0..1,Order,Salesperson ID,,Employee
CC25-09,RFCC,2,0..1,Order,Purchaser ID,,Employee
CC25-10,RFCC,2,0..1,Order,Customer Account ID,,Customer
CC25-11,RFCC,2,0..1,Order,Supplier Account ID,,Supplier
CC25-12,RFCC,2,0..1,Order,Settlement Method Code,,Settlement Method
CC25-13,RFCC,2,0..1,Order,Payment Term Code,,Payment Term
CC25-14,BCC,2,0..1,Order,Order Transaction Amount,Amount,
CC25-15,BCC,2,0..1,Order,Order Transaction Currency Code,Currency_  Code,
CC25-16,BCC,2,0..1,Order,Status,Status_  Code,
CC25-17,ASCC,2,1..*,Order,has a,,Order Details
CC25_CC26-00,ACC,2,__,Order Details,,,
CC25_CC26-01,RFCC,3,0..1,Order Details,Order ID,,Order
CC25_CC26-02,PKCC,3,1..1,Order Details,Order Line ID,Identifier,
CC25_CC26-03,BCC,3,0..1,Order Details,Order Line Number,Text,
CC25_CC26-04,RFCC,3,0..1,Order Details,Contract ID,,Contract
CC25_CC26-05,RFCC,3,0..1,Order Details,Contract Line ID,,Contract Details
CC25_CC26-06,RFCC,3,0..1,Order Details,Requisition ID,,Purchase Requisition
CC25_CC26-07,RFCC,3,0..1,Order Details,Requisition Line ID,,Purchase Requisition Details
CC25_CC26-08,BCC,3,0..1,Order Details,Payer ID,Text,
CC25_CC26-09,RFCC,3,0..1,Order Details,Settlement Organization Code,,Business Segment
CC25_CC26-10,RFCC,3,0..1,Order Details,Dispatch Organization Code,,Business Segment
CC25_CC26-11,RFCC,3,0..1,Order Details,Receipt Organization Code,,Business Segment
CC25_CC26-12,RFCC,3,0..1,Order Details,Project ID,,Project
CC25_CC26-13,BCC,3,0..1,Order Details,Due Date,Date,
CC25_CC26-14,BCC,3,0..1,Order Details,Basic Unit of Measurement Quantity,Quantity,
CC25_CC26-15,RFCC,3,0..1,Order Details,Basic Unit of Measurement Code,,Measurement Unit
CC25_CC26-16,BCC,3,0..1,Order Details,Order Line Quantity,Quantity,
CC25_CC26-17,RFCC,3,0..1,Order Details,Order Line Unit of Measurement Code,,Measurement Unit
CC25_CC26-18,BCC,3,0..1,Order Details,Tax Exclude Unit Price,Price,
CC25_CC26-19,BCC,3,0..1,Order Details,Tax Include Unit Price,Price,
CC25_CC26-20,BCC,3,0..1,Order Details,Tax Exclude Amount,Amount,
CC25_CC26-21,BCC,3,0..1,Order Details,Tax Include Amount,Amount,
CC25_CC26-22,RFCC,3,0..1,Order Details,Product ID,,Inventory Product
CC25_CC26-23,BCC,3,0..1,Order Details,Order Line Transaction Amount,Amount,
CC25_CC26-24,BCC,3,0..1,Order Details,Status,Status_  Code,
CC25_CC26-25,ASCC,3,0..*,Order Details,has a,,Tax
CC25_CC26_CC30-00,ACC,3,__,Tax,,,
CC25_CC26_CC30-01,RFCC,4,0..1,Tax,Tax Type Code,,Tax Type
CC25_CC26_CC30-02,BCC,4,0..1,Tax,Tax Local Amount,Amount,
CC25_CC26_CC30-03,BCC,4,0..1,Tax,Tax Transaction Amount,Amount,
CC25_CC26_CC30-04,RFCC,4,0..1,Tax,GL Tax Debit Account Number,,Chart Of Accounts
CC25_CC26_CC30-05,RFCC,4,0..1,Tax,GL Tax Credit Account Number,,Chart Of Accounts
CC28-00,SPCC,1,__,Posted,is a,,Activity
CC28_CC02-00,ACC,2,__,Activity,,,
CC28_CC02-01,RFCC,3,0..1,Activity,User ID,,User
CC28_CC02-02,BCC,3,0..1,Activity,Date,Date,
CC28_CC02-03,BCC,3,0..1,Activity,Time,Time,
GL01-00,ABIE,1,__,Account Period Balance,,,
GL01-01,PKBIE RFBIE,2,1..1,Account Period Balance,GL Account Number,Gl Account Number,
GL01-02,PKBIE RFBIE,2,1..1,Account Period Balance,Fiscal Year,Year Identifier,
GL01-03,PKBIE RFBIE,2,1..1,Account Period Balance,Accounting Period,Period Identifier,
GL01-04,BBIE,2,0..1,Account Period Balance,Debit Quantity,Quantity,
GL01-05,BBIE,2,0..1,Account Period Balance,Credit Quantity,Quantity,
GL01-06,BBIE,2,0..1,Account Period Balance,Beginning Quantity,Quantity,
GL01-07,BBIE,2,0..1,Account Period Balance,Ending Quantity,Quantity,
GL01-08,RFBIE,2,0..1,Account Period Balance,Unit of Measurement Code,,Measurement Unit
GL01-09,BBIE,2,0..1,Account Period Balance,Beginning Balance Indicator,Credit Debit_  Code,
GL01-10,BBIE,2,0..1,Account Period Balance,Ending Balance Indicator,Credit Debit_  Code,
GL01-11,RFBIE,2,0..1,Account Period Balance,Account Segment Employee,,Employee
GL01-12,RFBIE,2,0..1,Account Period Balance,Account Segment Project,,Project
GL01-13,RFBIE,2,0..1,Account Period Balance,Account Segment Bank Account,,Bank Account
GL01-15,ASBIE,2,0..1,Account Period Balance,has a,,Beginning Balance
GL01_CC09-00,SPCC,2,__,Beginning Balance,is a,,Balance Monetary Amounts
GL01_CC09_CC08-00,ACC,3,__,Balance Monetary Amounts,,,
GL01_CC09_CC08-01,BCC,4,0..1,Balance Monetary Amounts,Functional Balance,Amount,
GL01_CC09_CC08-02,BCC,4,0..1,Balance Monetary Amounts,Transaction Balance,Amount,
GL01_CC09_CC08-03,BCC,4,0..1,Balance Monetary Amounts,Reporting Balance,Amount,
GL01_CC09_CC08-04,BCC,4,0..1,Balance Monetary Amounts,Local Balance,Amount,
GL01-17,ASBIE,2,0..1,Account Period Balance,has a,,Credit Amount
GL01_CC16-00,SPCC,2,__,Credit Amount,is a,,Monetary Amounts
GL01_CC16_CC24-00,ACC,3,__,Monetary Amounts,,,
GL01_CC16_CC24-01,BCC,4,0..1,Monetary Amounts,Functional Amount,Amount,
GL01_CC16_CC24-02,RFCC,4,0..1,Monetary Amounts,Functional Currency Code,,Currency
GL01_CC16_CC24-03,BCC,4,0..1,Monetary Amounts,Transaction Amount,Amount,
GL01_CC16_CC24-04,RFCC,4,0..1,Monetary Amounts,Transaction Currency Code,,Currency
GL01_CC16_CC24-05,BCC,4,0..1,Monetary Amounts,Reporting Amount,Amount,
GL01_CC16_CC24-06,RFCC,4,0..1,Monetary Amounts,Reporting Currency Code,,Currency
GL01_CC16_CC24-07,BCC,4,0..1,Monetary Amounts,Local Amount,Amount,
GL01_CC16_CC24-08,RFCC,4,0..1,Monetary Amounts,Local Currency Code,,Currency
GL01-18,ASBIE,2,0..1,Account Period Balance,has a,,Currency
GL01_BS07-00,ABIE,2,__,Currency,,,
GL01_BS07-01,PKBIE,3,1..1,Currency,Currency Code,Currency_  Code,
GL01_BS07-02,BBIE,3,0..1,Currency,Currency Name,Text,
GL01_BS07-03,BBIE,3,0..1,Currency,Minor Unit,Unit,
GL01_BS07-04,BBIE,3,0..1,Currency,Active Flag,Indicator,
GL01-19,ASBIE,2,0..1,Account Period Balance,has a,,Debit Amount
GL01_CC18-00,SPCC,2,__,Debit Amount,is a,,Monetary Amounts
GL01_CC18_CC24-00,ACC,3,__,Monetary Amounts,,,
GL01_CC18_CC24-01,BCC,4,0..1,Monetary Amounts,Functional Amount,Amount,
GL01_CC18_CC24-02,RFCC,4,0..1,Monetary Amounts,Functional Currency Code,,Currency
GL01_CC18_CC24-03,BCC,4,0..1,Monetary Amounts,Transaction Amount,Amount,
GL01_CC18_CC24-04,RFCC,4,0..1,Monetary Amounts,Transaction Currency Code,,Currency
GL01_CC18_CC24-05,BCC,4,0..1,Monetary Amounts,Reporting Amount,Amount,
GL01_CC18_CC24-06,RFCC,4,0..1,Monetary Amounts,Reporting Currency Code,,Currency
GL01_CC18_CC24-07,BCC,4,0..1,Monetary Amounts,Local Amount,Amount,
GL01_CC18_CC24-08,RFCC,4,0..1,Monetary Amounts,Local Currency Code,,Currency
GL01-20,ASBIE,2,0..1,Account Period Balance,has a,,Ending Balance
GL01_CC19-00,SPCC,2,__,Ending Balance,is a,,Balance Monetary Amounts
GL01_CC19_CC08-00,ACC,3,__,Balance Monetary Amounts,,,
GL01_CC19_CC08-01,BCC,4,0..1,Balance Monetary Amounts,Functional Balance,Amount,
GL01_CC19_CC08-02,BCC,4,0..1,Balance Monetary Amounts,Transaction Balance,Amount,
GL01_CC19_CC08-03,BCC,4,0..1,Balance Monetary Amounts,Reporting Balance,Amount,
GL01_CC19_CC08-04,BCC,4,0..1,Balance Monetary Amounts,Local Balance,Amount,
GL01-14,ASBIE,2,0..*,Account Period Balance,has a,,Account Segment
GL01_GL02-00,ABIE,2,__,Account Segment,,,
GL01_GL02-01,PKBIE RFBIE,3,1..1,Account Segment,GL Account Number,Gl Account Number,
GL01_GL02-02,BBIE,3,0..1,Account Segment,Account Segment Number,Text,
GL01_GL02-03,PKBIE,3,1..1,Account Segment,Account Segment Name,Identifier,
GL01_GL02-04,BBIE,3,0..1,Account Segment,Corresponding File,Text,
GL01_GL02-05,BBIE,3,0..1,Account Segment,Account Segment Description,Text,
GL01_GL02-06,RFBIE,3,0..1,Account Segment,Customized Account Segment Code,,Customized Account Segment
GL01-16,ASBIE,2,0..*,Account Period Balance,has a,,Business Segment
GL01_BS04-00,ABIE,2,__,Business Segment,,,
GL01_BS04-01,PKBIE,3,1..1,Business Segment,Business Segment Code,Identifier,
GL01_BS04-02,BBIE,3,0..1,Business Segment,Business Segment Name,Name,
GL01_BS04-03,BBIE,3,0..1,Business Segment,Segment Reference Level,Reference Level,
GL01_BS04-04,BBIE,3,0..1,Business Segment,Organization Type Name,Name,
GL05-00,ABIE,1,__,GL Details Characteristic,,,
GL05-01,PKBIE RFBIE,2,1..1,GL Details Characteristic,Journal ID,Identifier,
GL05-02,PKBIE,2,1..1,GL Details Characteristic,Characteristic Type,Text,
GL05-03,PKBIE,2,1..1,GL Details Characteristic,Characteristic Sequence Number,Text,
GL05-04,PKBIE RFBIE,2,1..1,GL Details Characteristic,Characteristic Unit of Measurement Code,Measurement Unit_  Code,
GL05-05,BBIE,2,0..1,GL Details Characteristic,Characteristic Value,Text,
GL05-06,BBIE,2,0..1,GL Details Characteristic,System Characteristic Value,Text,
GL06-00,ABIE,1,__,Source,,,
GL06-01,PKBIE,2,1..1,Source,Source Code,Identifier,
GL06-02,BBIE,2,0..1,Source,Source Description,Text,
GL06-03,BBIE,2,0..1,Source,ERP Subledger Module,Text,
GL06-04,BBIE,2,0..1,Source,System Manual Identifier,System Manual Identifier,
GL06-05,BBIE,2,0..1,Source,Business Process Major,Text,
GL06-06,BBIE,2,0..1,Source,Business Process Minor,Text,
GL07-00,ABIE,1,__,Trial Balance,,,
GL07-01,PKBIE RFBIE,2,1..1,Trial Balance,GL Account Number,Gl Account Number,
GL07-02,PKBIE RFBIE,2,1..1,Trial Balance,Fiscal Year,Year Identifier,
GL07-03,PKBIE RFBIE,2,1..1,Trial Balance,Accounting Period,Period Identifier,
GL07-04,BBIE,2,0..1,Trial Balance,Balance As Of Date,Date,
GL07-05,ASBIE,2,0..1,Trial Balance,has a,,Beginning Balance
GL07_CC09-00,SPCC,2,__,Beginning Balance,is a,,Balance Monetary Amounts
GL07_CC09_CC08-00,ACC,3,__,Balance Monetary Amounts,,,
GL07_CC09_CC08-01,BCC,4,0..1,Balance Monetary Amounts,Functional Balance,Amount,
GL07_CC09_CC08-02,BCC,4,0..1,Balance Monetary Amounts,Transaction Balance,Amount,
GL07_CC09_CC08-03,BCC,4,0..1,Balance Monetary Amounts,Reporting Balance,Amount,
GL07_CC09_CC08-04,BCC,4,0..1,Balance Monetary Amounts,Local Balance,Amount,
GL07-07,ASBIE,2,0..1,Trial Balance,has a,,Currency
GL07_BS07-00,ABIE,2,__,Currency,,,
GL07_BS07-01,PKBIE,3,1..1,Currency,Currency Code,Currency_  Code,
GL07_BS07-02,BBIE,3,0..1,Currency,Currency Name,Text,
GL07_BS07-03,BBIE,3,0..1,Currency,Minor Unit,Unit,
GL07_BS07-04,BBIE,3,0..1,Currency,Active Flag,Indicator,
GL07-08,ASBIE,2,0..1,Trial Balance,has a,,Ending Balance
GL07_CC19-00,SPCC,2,__,Ending Balance,is a,,Balance Monetary Amounts
GL07_CC19_CC08-00,ACC,3,__,Balance Monetary Amounts,,,
GL07_CC19_CC08-01,BCC,4,0..1,Balance Monetary Amounts,Functional Balance,Amount,
GL07_CC19_CC08-02,BCC,4,0..1,Balance Monetary Amounts,Transaction Balance,Amount,
GL07_CC19_CC08-03,BCC,4,0..1,Balance Monetary Amounts,Reporting Balance,Amount,
GL07_CC19_CC08-04,BCC,4,0..1,Balance Monetary Amounts,Local Balance,Amount,
GL07-06,ASBIE,2,0..*,Trial Balance,has a,,Business Segment
GL07_BS04-00,ABIE,2,__,Business Segment,,,
GL07_BS04-01,PKBIE,3,1..1,Business Segment,Business Segment Code,Identifier,
GL07_BS04-02,BBIE,3,0..1,Business Segment,Business Segment Name,Name,
GL07_BS04-03,BBIE,3,0..1,Business Segment,Segment Reference Level,Reference Level,
GL07_BS04-04,BBIE,3,0..1,Business Segment,Organization Type Name,Name,
GL03-00,ABIE,1,__,GL Header,,,
GL03-01,PKBIE,2,1..1,GL Header,Journal Header ID,Identifier,
GL03-06,BBIE,2,0..1,GL Header,Effective Date,Date,
GL03-09,BBIE,2,0..1,GL Header,Journal Entry Header Description,Text,
GL03-11,RFBIE,2,0..1,GL Header,Source Code,,Source
GL03-22,BBIE,2,0..1,GL Header,Cancellation Sign,Indicator,
GL03-23,ASBIE,2,1..*,GL Header,has a,,GL Details
GL03_GL04-00,ABIE,2,__,GL Details,,,
GL03_GL04-01,PKBIE,3,1..1,GL Details,Journal ID,Identifier,
GL03_GL04-02,BBIE,3,0..1,GL Details,Journal Number,Identifier,
GL03_GL04-03,RFBIE,3,0..1,GL Details,GL Account Number,,Chart Of Accounts
GL03_GL04-04,RFBIE,3,0..1,GL Details,Fiscal Year,,Accounting Period
GL03_GL04-05,RFBIE,3,0..1,GL Details,Accounting Period,,Accounting Period
GL03_GL04-07,BBIE,3,0..1,GL Details,Journal Line Number,Text,
GL03_GL04-08,RFBIE,3,0..1,GL Details,Journal Entry Type Code,,Journal Entry Type
GL03_GL04-10,BBIE,3,0..1,GL Details,Journal Entry Line Description,Text,
GL03_GL04-12,BBIE,3,0..1,GL Details,Bill Number,Text,
GL03_GL04-13,RFBIE,3,0..1,GL Details,Bill Type Code,,Bill Type
GL03_GL04-14,BBIE,3,0..1,GL Details,Bill Date,Date,
GL03_GL04-15,BBIE,3,0..1,GL Details,Quantity,Quantity,
GL03_GL04-16,RFBIE,3,0..1,GL Details,Unit of Measurement Code,,Measurement Unit
GL03_GL04-17,BBIE,3,0..1,GL Details,Unit Price,Amount8,
GL03_GL04-18,RFBIE,3,0..1,GL Details,Settlement Method Code,,Settlement Method
GL03_GL04-19,BBIE,3,0..1,GL Details,Credit Debit Indicator,Credit Debit_  Code,
GL03_GL04-20,BBIE,3,0..1,GL Details,Reversal Indicator,Reversal Indicator_  Code,
GL03_GL04-21,BBIE,3,0..1,GL Details,Reversal Journal ID,Identifier,
GL03_GL04-23,RFBIE,3,0..1,GL Details,Account Segment Employee,,Employee
GL03_GL04-24,RFBIE,3,0..1,GL Details,Account Segment Project,,Project
GL03_GL04-25,RFBIE,3,0..1,GL Details,Account Segment Bank Account,,Bank Account
