Module,#,Kind,Table,No.,Name,Dictionary Entry Name,Description,XBRL GL Taxonomy Element,Object Class Term Qualifier,Object Class Term,Property Term Qualifier,Property Term,Datatype Qualifier,Representation term,Associated Object Class Term Qualifier,Associated Object Class,Datatype,Representation,Level,Key,Ref Field,Ref Table,Occurrence Min,Occurrence Max
Base,23,BBIE,BAS_Profile,3,Fiscal_Year,ADCS_ Profile. Fiscal Year. Code,"Accounting period in which the calendar date occurs. The date shall be shown as ""YYYY-MM-DD"" in the extended format and the YYYY indicates a fourdigit year (ISO 8601-1).",,ADCS,Profile,,Fiscal Year,,Code,,,String,%4c,2,,,,0,1
Base,23,BBIE,BAS_Profile,4,Accounting_Entity,ADCS_ Profile. Accounting Entity. Name,The legal name of accounting entity.,,ADCS,Profile,,Accounting Entity,,Name,,,String,%60s,2,,,,0,1
Base,23,BBIE,BAS_Profile,5,Industry,ADCS_ Profile. Industry,The corresponding industry name under superior sector code.,,ADCS,Profile,,Industry,,Text,,,String,%20s,2,,,,0,1
Base,23,BBIE,BAS_Profile,6,Developer_Name,ADCS_ Profile. Developer. Name,The name of accounting and/or ERP system software developer.,,ADCS,Profile,,Developer,,Name,,,String,%200s,2,,,,0,1
Base,23,BBIE,BAS_Profile,7,Software_Name,ADCS_ Profile. Software. Name,The name of accounting and/or ERP system software products.,,ADCS,Profile,,Software,,Name,,,String,%200s,2,,,,0,1
Base,23,BBIE,BAS_Profile,8,Software_Version,ADCS_ Profile. Software Version,The accounting and/or ERP system software version.,,ADCS,Profile,,Software Version,,Text,,,String,%20s,2,,,,0,1
Base,23,RFBIE,BAS_Profile,9,Functional_Currency_Code,ADCS_ Profile. Functional_ Currency. ADCS_ Currency,The functional or group currency used in accounting and/or ERP system software (ISO 4217).,,ADCS,Profile,Functional,Currency,,,ADCS,Currency,String,%3c,2,,,,0,1
Base,23,BBIE,BAS_Profile,10,Standard_Version,ADCS_ Profile. Standard Version,The standard issuing No. of the standards with which the current output files are consistent. EXAMPLE ISO 21378.,,ADCS,Profile,,Standard Version,,Text,,,String,%30s,2,,,,0,1
Base,23,BBIE,BAS_Profile,11,Extracted_Date,ADCS_ Profile. Extracted. Date,The date of data extraction.,,ADCS,Profile,,Extracted,,Date,,,Date,%10c,1,,,,1,1
Base,23,BBIE,BAS_Profile,12,Time_Zone,ADCS_ Profile. Time Zone. Code,"The Time_Zone indicates the difference between local time and UTC of day. The representation of the difference can be expressed in hours and minutes, or hours only. The Time_Zone shall be shown as ""±hh:mm in the extended format (ISO 8601-1). EXAMPLE Newfoundland's time zone =-03:30, Beijing's time zone=+08:00.",,ADCS,Profile,,Time Zone,,Code,,,String,%6c,1,,,,1,1
Base,23,ASBIE,BAS_Profile,13,,ADCS_ Profile. X. ADCS_ Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",,ADCS,Profile,,X,,,ADCS,Business Segment,String,%25s,1,,,,1,1
GL,24,ABIE,GL_Trial_Balance,0,,ADCS_ Trial Balance. Details,All the ledger account balance information of ADCS is contained in Table 50. The GL_Trial_Balance file shall contain the ending balances at a point in time. The GL_Trial_Balance should be extracted at the same time as the GL_Details to prevent differences in transactions and balances.,,ADCS,Trial Balance,,,,,,,,,,,,,,
GL,24,IDBIE,GL_Trial_Balance,1,,ADCS_ Trial Balance. ID,,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADCS,Trial Balance,,Identification,,Identifier,,,,,,,,,,
GL,24,RFBIE,GL_Trial_Balance,2,GL_Account_Number,ADCS_ Trial Balance. GL Account Number. ADCS_ Chart Of Accounts,The GL account number. The number is often generated by the system. Shall match the GL_Account_Number used in the BAS_Chart_Of_Accounts table.,gl-cor:accountMainID,ADCS,Trial Balance,,GL Account Number,,,ADCS,Chart Of Accounts,String,%100s,1,PK/REF,GL_Account_Number,BAS_Chart_Of_Accounts,1,1
GL,24,RFBIE,GL_Trial_Balance,3,Fiscal_Year,ADCS_ Trial Balance. Fiscal Year. ADCS_ Accounting Period,"Accounting period in which the Balance_As_Of_Date occurs. The year shall be shown in four digits as ""YYYY"", which is part of the extended format and the ""YYYY-MM-DD"" in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",gl-bus:fiscalYearEnd,ADCS,Trial Balance,,Fiscal Year,,,ADCS,Accounting Period,String,%4c,1,REF,Fiscal_Year,BAS_Accounting_Period,1,1
GL,24,RFBIE,GL_Trial_Balance,4,Accounting_Period,ADCS_ Trial Balance. Accounting Period. ADCS_ Accounting Period,"Accounting period in which the Balance_As_Of_Date occurs. EXAMPLE W1_W53 for weekly periods, M1_M12 for monthly periods, Q1_Q4 for quarterly periods, and from any beginning date to any ending date. Shall match the Accounting_Period in the BAS_Accounting_Period table.",gl-bus:postingCode,ADCS,Trial Balance,,Accounting Period,,,ADCS,Accounting Period,String,%15s,1,,,,1,1
GL,24,BBIE,GL_Trial_Balance,5,Balance_As_Of_Date,ADCS_ Trial Balance. Balance As Of Date,"The date through which the provided balance reflects account activity. EXAMPLE If a report was run for activity through 20141231 on 20150122, the date recorded would be 20141231.",A common end-of date is noted by gl-cor:periodCoveredEnd; mixed period end dates could be noted by gl-cor:postingDate,ADCS,Trial Balance,,Balance As Of Date,,Date,,,Date,%10c,1,,,,1,1
GL,24,ASBIE,GL_Trial_Balance,9,,ADCS_ Trial Balance. Beginning_ Balance. ADCS_ Multi Currency Amount,Beginning balance amount of the period (same amount as the ending balance from the prior period),"XBRL GL does not have separate beginning and ending amounts on a line. This would use a second line, with optional gl-cor:xbrlInclude = ""beginning_balance"" and gl-cor:periodCoveredStart",ADCS,Trial Balance,Beginning,Balance,,,ADCS,Multi Currency Amount,,,1,,,,1,1
GL,24,ASBIE,GL_Trial_Balance,13,,ADCS_ Trial Balance. Ending_ Balance. ADCS_ Multi Currency Amount,Ending balance amount for the period.,"with optional gl-cor:xbrlInclude = ""ending_balance""",ADCS,Trial Balance,Ending,Balance,,,ADCS,Multi Currency Amount,,,1,,,,1,1
GL,24,RFBIE,GL_Trial_Balance,17,,ADCS_ Trial Balance. X. ADCS_ Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",,ADCS,Trial Balance,,X,,,ADCS,Business Segment,,,1,,,,1,1
GL,25,ABIE,GL_Header,0,,ADCS_ General Ledger. Details,"All of the journal entry details for each transaction of ADCS are contained in Table 52. For example, the associated journal entry ID, the associated account number, and the debits or credits associated with the journal entry line are contained. This table should be at the journal entry header level.",,ADCS,General Ledger,,,,,,,,,,,,,,
GL,25,IDBIE,GL_Header,1,Journal_ID,ADCS_ General Ledger. ID,The unique identifier for the journal entry. Typically auto-generated by the system.,"gl-cor:entryNumber and gl-cor:lineNumber / Rather than using data fields, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADCS,General Ledger,,Identification,,Identifier,,,String,%100s,1,PK,,,1,1
GL,25,BBIE,GL_Header,2,Journal_Number,ADCS_ General Ledger. Entry_ Number. Code,"The number of the journal entry; for example, including serial number, document type, and date.",gl-cor:entryNumber ,ADCS,General Ledger,Entry,Number,,Code,,,String,%100s,1,,,,1,1
GL,25,RFBIE,GL_Header,4,Fiscal_Year,ADCS_ General Ledger. Fiscal Year. ADCS_ Accounting Period,"Accounting period in which the Effective_Date occurs. The year shall be shown in four digits as ""YYYY"", which is part of the extended format and the ""YYYY-MM-DD"" in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",gl-bus:fiscalYearEnd,ADCS,General Ledger,,Fiscal Year,,,ADCS,Accounting Period,String,%4c,1,REF,Fiscal_Year,BAS_Accounting_Period,1,1
GL,25,RFBIE,GL_Header,5,Accounting_Period,ADCS_ General Ledger. Accounting Period. ADCS_ Accounting Period,"Accounting period in which the Effective_Date occurs. EXAMPLE W1_W53 for weekly periods, M1_M12 for monthly periods, Q1_Q4 for quarterly periods, and from any beginning date to any ending date. Shall match the Accounting_Period in the BAS_Accounting_Period table.",gl-bus:postingCode,ADCS,General Ledger,,Accounting Period,,,ADCS,Accounting Period,String,%15s,1,,,,1,1
GL,25,BBIE,GL_Header,9,JE_Header_Description,ADCS_ General Ledger. Entry_ Description,Description of the entire journal entry as described by the journal entry header.,gl-cor:entryComment,ADCS,General Ledger,Entry,Description,,Text,,,String,%1000s,1,,,,1,1
GL,25,ASBIE,GL_Header,10,,ADCS_ General Ledger. Specified. ADCS_ General Ledger Line,,,,,,Specified,,,ADCS,General Ledger Line,,,,,,,,
GL,26,ABIE,,0,,ADCS_ General Ledger Line.Details,"All of the journal entry details for each transaction of ADCS are contained in Table 52. For example, the associated journal entry ID, the associated account number, and the debits or credits associated with the journal entry line are contained. This table should be at the journal entry line level.",,ADCS,General Ledger Line,,,,,,,,,,,,,,
GL,26,BBIE,GL_Details,7,Journal_Line_Number,ADCS_ General Ledger Line. Line_ Number. Code,The number of the line within a journal entry. This number is generated either by manual input or by the system.,gl-cor:lineNumber,ADCS,General Ledger Line,Line,Number,,Code,,,String,%100s,1,,,,1,1
GL,26,RFBIE,GL_Details,8,JE_Type_Code,ADCS_ General Ledger Line. Journal Entry Type. ADCS_ Journal Entry Type,The code of journal entry type. Shall match the JE_Type_Code in the BAS_Journal_Entry_Type table.,,ADCS,General Ledger Line,,Journal Entry Type,,,ADCS,Journal Entry Type,String,%60s,2,REF,JE_Type_Code,BAS_Journal_Entry_Type,0,1
GL,26,BBIE,GL_Details,10,JE_Line_Description,ADCS_ General Ledger Line. Line_ Description,Description of the individual line within the journal entry.,gl-cor:detailComment,ADCS,General Ledger Line,Line,Description,,Text,,,String,%1000s,1,,,,1,1
GL,26,RFBIE,GL_Details,3,GL_Account_Number,ADCS_ General Ledger Line. GL Account Number. ADCS_ Chart Of Accounts,The GL account number. Shall match the GL_Account_Number used in the BAS_Chart_Of_Accounts table.,gl-cor:accountMainID,ADCS,General Ledger Line,,GL Account Number,,,ADCS,Chart Of Accounts,String,%100s,1,REF,GL_Account_Number,BAS_Chart_Of_Accounts,1,1
GL,26,BBIE,GL_Details,6,Effective_Date,ADCS_ General Ledger Line. Effective. Date,"The date of the journal entry, no matter when the entry is received or created. This sometimes refers to the accounting date or accounting effective date; for example, if the user wants to see the financial results for the period ending March 5, 20X1, the journal entry may be created on any day during the open period and be assigned to the period ending March 5, 20X1.",gl-cor:postingDate,ADCS,General Ledger Line,,Effective,,Date,,,Date,%10c,1,,,,1,1
GL,26,RFBIE,GL_Details,11,Source_Code,ADCS_ General Ledger Line. Originating. ADCS_ General Ledger Source,"Code for source from which the journal entry originated. EXAMPLE Sales journal, cash receipts journal, general journal, payroll journal, accountant manual entry, or spreadsheet. Shall match the Source_Code in the GL_Source table.",gl-cor:sourceJournalID if an enumerated set is feasible; gl-cor:sourceJournalDescription otherwise.,ADCS,General Ledger Line,,Originating,,,ADCS,General Ledger Source,String,%25s,1,REF,Source_Code,GL_Source,1,1
GL,26,BBIE,GL_Details,12,Bill_Number,ADCS_ General Ledger Line. Bill Number. Code,"The number of the bill. A bill usually includes bank drafts, promissory notes and checks. A bill may be issued by the drawer who agreed upon themselves or entrust the drawee at sight; a specified date to the payee or bearer unconditionally pays a certain amount of securities. This number is generated either by manual input or by the system.",,ADCS,General Ledger Line,,Bill Number,,Code,,,String,%100s,2,,,,0,1
GL,26,RFBIE,GL_Details,13,Bill_Type_Code,ADCS_ General Ledger Line. Related. ADCS_ Bill Type,"The type of the bill. EXAMPLE Bank drafts, promissory notes and checks. Shall match the Bill_Type_Code in the BAS_Bill_Type table.",,ADCS,General Ledger Line,,Related,,,ADCS,Bill Type,String,%60s,2,REF,Bill_Type_Code,BAS_Bill_Type,0,1
GL,26,BBIE,GL_Details,14,Bill_Date,ADCS_ General Ledger Line. Bill Date,The date of the bill.,,ADCS,General Ledger Line,,Bill Date,,Date,,,Date,%10c,2,,,,0,1
GL,29,BBIE,GL_Details,15,Quantity,ADC_ Measurement Quantity. Quantity,The quantity of items referenced in the journal entry line. ,gl-bus:measurableQuantity,ADC,General Ledger Line,,Quantity,,,,,,,,,,,,
GL,30,RBIE,GL_Details,16,UOM_Code,ADC_ Measurement Quantity. Unit Of Measurement. ADC_ Measurement Unit,The code of the physical measurement scale for inventory and PPE referred to as a unit of measurement (UOM). ,gl-bus:measurableUnitOfMeasure,ADC,General Ledger Line,,Unit Of Measurement,,,ADCS,Measurement Unit,String,%80s,1,REF,UOM_Code,BAS_Measurement_Unit,1,1
GL,26,BBIE,GL_Details,17,Unit_Price,ADCS_ General Ledger Line. Unit Price. Amount,"The per unit price of the inventory or PPE. This field is associated with Quantity and Amount; for example, if the account is inventory or PPE, we can multiply Quantity by Unit_Price to get total line Amount.",,ADCS,General Ledger Line,,Unit Price,,Amount,,,Decimal,%22.8f,2,,,,0,1
GL,26,BBIE,GL_Details,18,Functional_Amount,ADCS_ General Ledger Line. Functional_ Amount. Amount,Transaction monetary amount recorded in the functional or group currency. No multi-currency translation should be performed on this amount because all transactions are recorded in a single currency.,,ADCS,General Ledger Line,Functional,Amount,,Amount,,,Decimal,%22.4f,1,,,,,
GL,26,BBIE,GL_Details,19,Functional_Currency_Code,ADCS_ General Ledger Line. Functional_ Currency. Code,The code of functional or group currency related to the amount (ISO 4217). Shall match the Currency_Code in the BAS_Currency table.,,ADCS,General Ledger Line,Functional,Currency,,ode,,,String,%3c,1,,,,,
GL,26,BBIE,GL_Details,20,Reporting_Amount,ADCS_ General Ledger Line. Reporting_ Amount. Amount,Transaction monetary amount recorded in the reporting currency.,,ADCS,General Ledger Line,Reporting,Amount,,Amount,,,Decimal,%22.4f,2,,,,,
GL,26,BBIE,GL_Details,21,Reporting_Currency_Code,ADCS_ General Ledger Line. Reporting_ Currency. Code,"The code of currency used for non-consolidated reporting as opposed to functional, consolidated reporting, local or actual amounts (ISO 4217). Shall match the Currency_Code in the BAS_Currency table.",,ADCS,General Ledger Line,Reporting,Currency,,ode,,,String,%3c,2,,,,,
GL,26,BBIE,GL_Details,22,Local_Amount,ADCS_ General Ledger Line. Local_ Amount. Amount,Amount in the local country currency where the transaction originated.,,ADCS,General Ledger Line,Local,Amount,,Amount,,,Decimal,%22.4f,2,,,,,
GL,26,BBIE,GL_Details,23,Local_Currency_Code,ADCS_ General Ledger Line. Local_ Currency. Code,The code of currency used for local country reporting requirements.,,ADCS,General Ledger Line,Local,Currency,,ode,,,String,%3c,2,,,,,
GL,26,BBIE,GL_Details,24,Transaction_Amount,ADCS_ General Ledger Line. Transction_ Amount. Amount,Amount in the transaction currency.,,ADCS,General Ledger Line,Transaction,Amount,,Amount,,,Decimal,%22.4f,2,,,,,
GL,26,BBIE,GL_Details,25,Transaction_Currency_Code,ADCS_ General Ledger Line. Transction_ Currency. Code,The code of currency used in the transaction (ISO 4217). Shall match the Currency_Code in the BAS_Currency table.,,ADCS,General Ledger Line,Transaction,Currency,,ode,,,String,%3c,2,,,,,
GL,26,RFBIE,GL_Details,26,Settlement_Method_Code,ADCS_ General Ledger Line. Settlement Method. ADCS_ Settlement Method,"The code value or indicator of the settlement method used for cash receipt from customers (i.e. sales) and cash payment to suppliers (i.e. purchase); for example, check, wire transfer and cash. Shall match the Settlement_Method_Code in the BAS_Settlement_Method table.",,ADCS,General Ledger Line,,Settlement Method,,,ADCS,Settlement Method,String,%60s,2,REF,Settlement_Method_Code,BAS_Settlement_Method,0,1
GL,26,BBIE,GL_Details,27,Credit_Debit_Indicator,ADCS_ General Ledger Line. Credit Debit. Indicator,This indicates whether the amount is a credit or a debit. EXAMPLE C=credit; D=debit.,gl-cor:debitCreditCode,ADCS,General Ledger Line,,Credit Debit,,Indicator,,,String,%1c,1,,,,1,1
GL,26,BBIE,GL_Details,28,Reversal_Indicator,ADCS_ General Ledger Line. Reversal. Indicator,"Indicates whether this entry is a reversal or to be reversed. EXAMPLE 1 = entry is a reversal, 2 = entry is being reversed, and empty ("""") = none of the above or system generated indicators.",gl-usk:reverse true = entry is to be reversed false with gl-usk:reversingDate = provided = entry is a reversal not provided = none of the above.,ADCS,General Ledger Line,,Reversal,,Indicator,,,String,%1c,1,,,,1,1
GL,26,RFBIE,GL_Details,29,Reversal_Journal_ID,ADCS_ General Ledger Line. Reversal. ADCS_ General Ledger Line,"When the Reversal_Indicator = 1, this field identifies the Journal_ID of the entry being reversed.",gl-usk:reversingStdId,ADCS,General Ledger Line,,Reversal,,,ADCS,General Ledger Line,String,%100s,2,,,,0,1
GL,26,BBIE,GL_Details,30,Cancellation_Sign,ADCS_ General Ledger Line. Cancellation Sign. Indicator,The sign of cancellation of a journal entry already formed but not yet posted. EXAMPLE 0=entry is not cancelled; 1=entry is cancelled.,,ADCS,General Ledger Line,,Cancellation Sign,,Indicator,,,Boolean,%1c,2,,,,0,1
GL,26,ASBIE,GL_Details,31,,ADCS_ General Ledger Line. Created. ADCS_ User Activity,Created activity information,,ADCS,General Ledger Line,,Created,,,ADCS,User Activity,,,1,,,,1,n
GL,26,ASBIE,GL_Details,34,,ADCS_ General Ledger Line. Approved. ADCS_ User Activity,Approved activity information,,ADCS,General Ledger Line,,Approved,,,ADCS,User Activity,,,1,,,,1,n
GL,26,RFBIE,GL_Details,36,Posted_User_ID,ADCS_ General Ledger Line. Posted By. ADCS_ User,The unique identifier for the person who posted the journal entry to ledger. Typically auto-generated by the system. Shall match the User_ID in the BAS_User table.,,ADCS,General Ledger Line,,Posted By,,,ADCS,User,String,%25s,2,REF,User_ID,BAS_User,0,1
GL,26,RFBIE,GL_Details,37,Account_Segment_Employee,ADCS_ General Ledger Line. Related. ADCS_ Employee,"This field is a fixed account segment, recording information related to an employee (e.g. loan to corporate officers). The value stored in this field stored is Employee_ID. Shall match the Employee_ID in the BAS_Employee table through GL_Account_Segment.",,ADCS,General Ledger Line,,Related,,,ADCS,Employee,String,%60s,2,REF,Employee_ID,BAS_Employee,0,1
GL,26,RFBIE,GL_Details,38,Account_Segment_Project,ADCS_ General Ledger Line. Related. ADCS_ Project,"This field is a fixed account segment, recording information related to a project. EXAMPLE Construction projects which require a separate accounting. The value of this field stored is Project_ID. Shall match the Project_ID in the BAS_Project table through GL_Account_Segment.",,ADCS,General Ledger Line,,Related,,,ADCS,Project,String,%60s,2,REF,Project_ID,BAS_Project,0,1
GL,26,RFBIE,GL_Details,39,Account_Segment_Bank_Account,ADCS_ General Ledger Line. Related. ADCS_ Bank Account,"This field is a fixed account segment, recording information related to bank accounts. The value of this field stored is Bank_Account_Number, and we can get more information of a certain bank account in the BAS_Bank_Account table. Shall match the Bank_Account_Number in the BAS_Bank_Account table through GL_Account_Segment.",,ADCS,General Ledger Line,,Related,,,ADCS,Bank Account,String,%60s,2,REF,Bank_Account_Number,BAS_Bank_Account,0,1
GL,26,RFBIE,GL_Details,40,Account_Segment_X,ADCS_ General Ledger Line. Account Segment X. Identifier,Reserved field that shall be used for supplementary information associated with particular account. The 'X' signifies that each unique account segment will be captured in a separate field.,,ADCS,General Ledger Line,,Account Segment X,,Identifier,,,String,%60s,2,,,,0,1
GL,26,ASBIE,GL_Details,41,,ADCS_ General Ledger Line. X. ADCS_ Business Segment,"A reserved field that shall be used for business segments/structures. The 'X' signifies an organizational level. Each number used to replace the 'X' is associated with a unique reference level. For example, division, department, business unit, purchasing organization, project or legal entity.",,ADCS,General Ledger Line,,X,,,ADCS,Business Segment,String,%25s,1,,,,1,1
GL,27,ABIE,GL_Source,0,,ADCS_ General Ledger Source. Details,"The additional information about the sources provided in the GL_Details table is contained in Table 54. Each source shall include a description of the ERP system or accounting package, from which the data is extracted, and information related to the business process the data represents.",,ADCS,General Ledger Source,,,,,,,,,,,,,,
GL,27,IDBIE,GL_Source,1,Source_Code,ADCS_ General Ledger Source. ID,"The code of the posting source (code for source from which the journal entry originated. EXAMPLE Sales journal, cash receipts journal, general journal, payroll journal, accountant manual entry and spreadsheet). The code shall be a unique indicator for the underlying source.",gl-cor:sourceJournalID if an enumerated set is feasible; gl-cor:sourceJournalDescription otherwise.,ADCS,General Ledger Source,,Identification,,Identifier,,,String,%25s,1,PK,,,1,1
GL,27,BBIE,GL_Source,2,Source_Description,ADCS_ General Ledger Source. Description,A description of the source system.,gl-bus:batchDescription if gl-cor:sourceJournalDescription is used above.,ADCS,General Ledger Source,,Description,,Text,,,String,%1000s,1,,,,1,1
GL,27,BBIE,GL_Source,3,ERP_Subledger_Module,ADCS_ General Ledger Source. ERP Subledger Module. Code,"Description of the subledger or ERP module from which the journal entry originated. Should tie back to a system or significant accounting process. In some instances, can be represented by the source system.",gl-bus:measurableDescription,ADCS,General Ledger Source,,ERP Subledger Module,,Code,,,String,%100s,2,,,,0,1
GL,27,BBIE,GL_Source,4,System_Manual_Identifier,ADCS_ General Ledger Source. System Manual. Identifier,This indicates whether the journal entry is system-generated (S) or manually-entered (M). EXAMPLE S is system-generated and M is manually-entered.,gl-bus: entryOrigin,ADCS,General Ledger Source,,System Manual,,Identifier,,,String,%1c,2,,,,0,1
GL,27,BBIE,GL_Source,5,Business_Process_Major,ADCS_ General Ledger Source. Business Process Major. Code,The major class of transaction associated with a business process. EXAMPLE Sales.,gl-bus:measurableCodeDescription,ADCS,General Ledger Source,,Business Process Major,,Code,,,String,%100s,2,,,,0,1
GL,27,BBIE,GL_Source,6,Business_Process_Minor,ADCS_ General Ledger Source. Business Process Minor. Code,"A sub-process of the major business process. EXAMPLE Orders, returns, and discounts.",gl-bus:measurableCodeCategory,ADCS,General Ledger Source,,Business Process Minor,,Code,,,String,%100s,2,,,,0,1
GL,28,ABIE,GL_Account_Segment,0,,ADCS_ General Ledger Account Segment. Details,"The code and name for account segment, as well as the GL_Account_Number to which the account segment is related are contained in Table 56. The account segment provides additional information for particular GL_Accounts; for example, the accounts receivable contains the information regarding supplier, customer, employee, and project. Such information would be treated as an account segment below A/R, thus resulting in a lengthy account structure. In light of this, the account segment structure is defined as a set to record related information, efficiently avoiding the case that account names and numbers are extended to be too long and too complex. Account segment is more flexible to capture the complicated information. Some of the most frequently used account segments, for example, project, employee and bank account, have been defined as fixed fields in tables, such as GL_Details. These segments are called fixed account segments in the document. Fixed account segments and other customized account segments are covered in this table. More details are presented in Annex B.",,ADCS,General Ledger Account Segment,,,,,,,,,,,,,,
GL,28,RFBIE,GL_Account_Segment,1,GL_Account_Number,ADCS_ General Ledger Account Segment. GL Account Number. ADCS_ Chart Of Accounts,The GL account number. This number is generated either by manual input or by the system. Shall match the GL_Account_Number used in the BAS_Chart_Of_Accounts table.,gl-cor:accountMainID,ADCS,General Ledger Account Segment,,GL Account Number,,,ADCS,Chart Of Accounts,String,%100s,1,PK/REF,GL_Account_Number,BAS_Chart_Of_Accounts,1,1
GL,28,IDBIE,GL_Account_Segment,2,Account_Segment_Number,ADCS_ General Ledger Account Segment. ID,"The number of the Account_Segment. Case 1 If the value of this field is 0, the record is used to explain a fixed account segment that is distinguished by Account_Segment_Name of the record. Case 2 If the value of this field is 5, the record is used to explain the No.5 field of Account_Segment_X, named Account_Segment_5 in the tables, such as GL_Details. This number is generated either by manual input or by the system.","gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents.",ADCS,General Ledger Account Segment,,Identification,,Identifier,,,String,%60s,1,PK,,,1,1
GL,28,BBIE,GL_Account_Segment,3,Account_Segment_Name,ADCS_ General Ledger Account Segment. Account Segment. Name,"The name of the Account_Segment. Case 1 If the value of Account_Segment_Number of the record is 0, the field contains the name of a fixed account segment, such as Account_Segment_Employee. Case 2 If the value of Account_Segment_Number of the record is 5, the field value should be the name of a customized account segment, like welfare expenditure.",,ADCS,General Ledger Account Segment,,Account Segment,,Name,,,String,%200s,1,,,,1,1
GL,28,BBIE,GL_Account_Segment,4,Corresponding_File,ADCS_ General Ledger Account Segment. Corresponding File,"The table corresponding to account segment. Case 1 If the value of Account_Segment_Number of the record is 0, the field contains the table name corresponding to the fixed account segment, such as BAS_Employee for Account_Segment_Employee. Case 2 If the value of Account_Segment_Number is larger than 0, and no other table besides BAS_Customized_ACC_Segment contains the basic information of the customized account segment, the field value should be BAS_Customized_ACC_Segment. Case 3 If the value of Account_Segment_Number is larger than 0, and there is a table contains the basic information of the customized account segment, the field value should be the table's name, such as BAS_Customer.",,ADCS,General Ledger Account Segment,,Corresponding File,,Text,,,String,%200s,1,,,,1,1
GL,28,BBIE,GL_Account_Segment,5,Account_Segment_Description,ADCS_ General Ledger Account Segment. Description,The detailed description of the Account_Segment_Name.,gl-cor:entryComment,ADCS,General Ledger Account Segment,,Description,,Text,,,String,%1000s,1,,,,1,1
GL,28,RFBIE,GL_Account_Segment,6,Customized_ACC_Segment_Code,ADCS_ General Ledger Account Segment. Related. ADCS_ Customized Account Segment,The code of the customized account segment. Shall match the Customized_ACC_Segment_Code in the BAS_Customized_ACC_Segment table.,,ADCS,General Ledger Account Segment,,Related,,,ADCS,Customized Account Segment,String,%60s,1,REF,Customized_ACC_Segment_Code,BAS_Customized_ACC_Segment,1,1
GL,29,ABIE,GL_Accounts_Period_Balance,0,,ADCS_ General Ledger Account Period Balance. GL Account Number. Details,"The cumulative total and balance of accounts in each accounting period, facilitating the calculation of beginning, ending balance, duration amounts and quantity, thus reflecting information and changes in GL more intuitively are contained in Table 58. In this table, the quantity can serve different regulatory and managerial purposes. For example, subledgers of inventory and PPE may not be covered in some auditees’ systems. In this case, we can record the cumulative total and balance of quantity of inventory or PPE in this table. This is a well-established practice in some countries, like France and China. Countries can choose to use GL_Trial_Balance or GL_Accounts_Period_Balance or both, depending on their customary practice, regulatory and managerial requirements. This table is level 2.",,ADCS,General Ledger Account Period Balance,,,,,,,,,,,,,,
GL,29,RFBIE,GL_Accounts_Period_Balance,1,GL_Account_Number,ADCS_ General Ledger Account Period Balance. GL Account Number. ADCS_ Chart Of Accounts,The GL account number. This number is generated either by manual input or by the system. Shall match the GL_Account_Number used in the BAS_Chart_Of_Accounts table.,gl-cor:accountMainID,ADCS,General Ledger Account Period Balance,,GL Account Number,,,ADCS,Chart Of Accounts,String,%100s,1,PK/REF,GL_Account_Number,BAS_Chart_Of_Accounts,1,1
GL,29,RFBIE,GL_Accounts_Period_Balance,2,Fiscal_Year,ADCS_ General Ledger Account Period Balance. Fiscal Year. ADCS_ Accounting Period,"Accounting period in which the Effective_Date occurs. The year shall be shown in four digits as ""YYYY"", which is part of the extended format and the ""YYYY-MM-DD"" in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",gl-bus:fiscalYearEnd,ADCS,General Ledger Account Period Balance,,Fiscal Year,,,ADCS,Accounting Period,String,%4c,1,REF,Fiscal_Year,BAS_Accounting_Period,1,1
GL,29,RFBIE,GL_Accounts_Period_Balance,3,Accounting_Period,ADCS_ General Ledger Account Period Balance. Accounting Period. ADCS_ Accounting Period,"Accounting period in which the Effective_Date occurs. EXAMPLE W1_W53 for weekly periods, M1_M12 for monthly periods, Q1_Q4 for quarterly periods, and from any beginning date to any ending date. Shall match the Accounting_Period in the BAS_Accounting_Period table.",gl-bus:postingCode,ADCS,General Ledger Account Period Balance,,Accounting Period,,,ADCS,Accounting Period,String,%15s,1,,,,1,1
GL,29,ASBIE,GL_Accounts_Period_Balance,4,,ADCS_ General Ledger Account Period Balance. Debit. ADCS_ Measurement Quantity,The quantity information associated with debiting inventory or PPE.,,ADCS,General Ledger Account Period Balance,,Debit,,,ADCS,Measurement Quantity,Decimal,%22.4f,1,,,,1,1
